Bin	secondary_cluster	primary_cluster	length	completeness	contamination	Secondary_sample_accession	MAG_source	Study	Oral_site	Age_BP	Country	Continent	R1_depth	Paired	Direction	Industrialization	sample_host
CMC040.B.bin.r.48	881_6	881	1918142	68.87	0.62	CMC040.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	246507346	Yes	Global South	Non_industrial	Homo sapiens
CMC046.B.bin.r.16	881_6	881	2276190	84.93	2.34	CMC046.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	246740068	Yes	Global South	Non_industrial	Homo sapiens
CMC004.B.bin.r.65	881_7	881	2024049	73.37	0.34	CMC004.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	248097416	Yes	Global South	Non_industrial	Homo sapiens
CMC010.B.bin.r.36	881_7	881	2417890	91.99	0.34	CMC010.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	241839680	Yes	Global South	Non_industrial	Homo sapiens
CMC001.B.bin.r.53	881_8	881	1919268	68.97	0	CMC001.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	193195467	Yes	Global South	Non_industrial	Homo sapiens
CMC017.B.bin.r.70	881_8	881	2385602	90.03	0	CMC017.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	281138320	Yes	Global South	Non_industrial	Homo sapiens
CMC027.B.bin.r.60	881_8	881	1879831	70.78	0	CMC027.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	324387666	Yes	Global South	Non_industrial	Homo sapiens
CMC012.B.bin.r.72	881_9	881	1867170	72.44	0.51	CMC012.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	419920041	Yes	Global South	Non_industrial	Homo sapiens
CMC020.B.bin.r.62	881_9	881	1998697	75.72	1.01	CMC020.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	221691436	Yes	Global South	Non_industrial	Homo sapiens
CMC021.B.bin.r.22	881_9	881	1993064	80.77	0	CMC021.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	279718401	Yes	Global South	Non_industrial	Homo sapiens
CMC030.B.bin.r.56	881_9	881	2456273	89.49	0	CMC030.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	250258140	Yes	Global South	Non_industrial	Homo sapiens
CMC045.B.bin.r.29	881_9	881	1766116	51.72	0	CMC045.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	265986262	Yes	Global South	Non_industrial	Homo sapiens
CMC023.B.bin.r.41	881_10	881	1680180	65.07	0.81	CMC023.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	219253747	Yes	Global South	Non_industrial	Homo sapiens
CMC016.B.bin.r.86	881_11	881	1729327	53.45	0	CMC016.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	253956730	Yes	Global South	Non_industrial	Homo sapiens
CMC025.B.bin.r.21	881_12	881	2419082	91.19	0.34	CMC025.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	302596773	Yes	Global South	Non_industrial	Homo sapiens
CMC043.B.bin.r.56	881_13	881	2175130	82.58	0.45	CMC043.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	241096817	Yes	Global South	Non_industrial	Homo sapiens
CMC009.B.bin.r.4	881_14	881	2617045	86.93	0.17	CMC009.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	298531505	Yes	Global South	Non_industrial	Homo sapiens
CMC005.B.bin.r.3	881_15	881	2204072	82.8	0.29	CMC005.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	228144972	Yes	Global South	Non_industrial	Homo sapiens
CMC026.B.bin.r.81	881_16	881	1829941	72.47	0.51	CMC026.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	234021014	Yes	Global South	Non_industrial	Homo sapiens
CMC009.A.bin.r.3	881_17	881	1580309	61.88	0.41	CMC009.A	CMC	Velsko2023	supPQ	7	Cameroon	Africa	254025231	Yes	Global South	Non_industrial	Homo sapiens
CMC036.B.bin.r.65	881_18	881	2275229	84.67	1.21	CMC036.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	283298633	Yes	Global South	Non_industrial	Homo sapiens
CMC007.B.bin.r.14	881_19	881	2786589	92.18	0.74	CMC007.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	291745041	Yes	Global South	Non_industrial	Homo sapiens
CMC039.B.bin.r.57	881_20	881	1723347	65.14	0.11	CMC039.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	224512142	Yes	Global South	Non_industrial	Homo sapiens
CMC042.B.bin.r.17	881_21	881	2526853	87.79	1.11	CMC042.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	225936961	Yes	Global South	Non_industrial	Homo sapiens
CMC029.B.bin.r.30	881_22	881	1786373	61.68	0.34	CMC029.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	248583015	Yes	Global South	Non_industrial	Homo sapiens
CMC034.B.bin.r.26	881_23	881	2162036	79.34	0.17	CMC034.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	209802931	Yes	Global South	Non_industrial	Homo sapiens
CMC037.B.bin.r.7	881_24	881	1732423	59.42	0.89	CMC037.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	223477032	Yes	Global South	Non_industrial	Homo sapiens
HMP_2012__SRS049268__bin.36	881_25	881	1660405	56.67395337	3.410285285	SRS049268	Passoli2019	HMP_2012	supPQ	7	USA	North America	55582026	Yes	Western	Industrial	Homo sapiens
CMC008.B.bin.r.57	881_26	881	2522745	92.49	1.49	CMC008.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	300087162	Yes	Global South	Non_industrial	Homo sapiens
CMC032.B.bin.r.27	881_27	881	2225483	79.03	0.17	CMC032.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	222525433	Yes	Global South	Non_industrial	Homo sapiens
CMC031.B.bin.r.13	881_28	881	2860530	98.89	0	CMC031.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	79834774	Yes	Global South	Non_industrial	Homo sapiens
SEQF2147.1	881_29	881	3151214	99.32	0	SEQF2147.1	HOMD	HOMD	RefSeq	7	USA	North America	1	Yes	Western	Industrial	Homo sapiens
ERS12516970.bin.r.38	881_30	881	2336557	89.25	0.08	ERS12516970	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	272017072	Yes	Global South	Non_industrial	Homo sapiens
HMP_2012__SRS018443__bin.1	881_31	881	2648493	94.25675676	0.337837838	SRS018443	Passoli2019	HMP_2012	BM	7	USA	North America	86589965	Yes	Western	Industrial	Homo sapiens
MGYG000298782	882_1	882	2573112	74.29	1.72	SAMN14570921	MGNify	SRP311368	SL	7	USA	North America	443274.428571429	No	Western	Industrial	Homo sapiens
SEQF1656.1	882_1	882	3251636	99.32	0	SEQF1656.1	HOMD	HOMD	RefSeq	7	USA	North America	1	Yes	Western	Industrial	Homo sapiens
CMC025.B.bin.r.29	882_2	882	1983176	83.6	0.84	CMC025.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	302596773	Yes	Global South	Non_industrial	Homo sapiens
ERS12516966.bin.r.3	882_3	882	2122448	67.24	1.72	ERS12516966	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	24792668	Yes	Global South	Non_industrial	Homo sapiens
ERS12516969.bin.r.7	882_4	882	2129456	75.86	0	ERS12516969	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	26297136	Yes	Global South	Non_industrial	Homo sapiens
ERS12516961.bin.r.2	882_5	882	1777043	63.79	0	ERS12516961	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	74016652	Yes	Global South	Non_industrial	Homo sapiens
SEQF2510.1	882_6	882	3063215	99.32	0.34	SEQF2510.1	HOMD	HOMD	RefSeq	7	USA	North America	1	Yes	Western	Industrial	Homo sapiens
SEQF2683.1	882_6	882	3077999	96.72	0.68	SEQF2683.1	HOMD	HOMD	RefSeq	7	USA	North America	1	Yes	Western	Industrial	Homo sapiens
SEQF6384.1	882_6	882	3168212	99.32	0.34	SEQF6384.1	HOMD	HOMD	RefSeq	7	USA	North America	1	Yes	Western	Industrial	Homo sapiens
CM_periimplantitis__SP_281SPI_T016__bin.25	882_7	882	3280842	97.63513514	0.422297297	SP_281SPI_T016	Passoli2019	CM_periimplantitis	subPQ	7	Italy	Europe	10776390	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS013950__bin.23	882_7	882	2754576	96.84684685	0	SRS013950	Passoli2019	HMP_2012	subPQ	7	USA	North America	28293689	Yes	Western	Industrial	Homo sapiens
CM_periimplantitis__SP_287SPT_T016__bin.36	882_8	882	2684401	97.31606607	0.591216216	SP_287SPT_T016	Passoli2019	CM_periimplantitis	subPQ	7	Italy	Europe	23436676	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS049318__bin.2	882_9	882	2756391	95.32083554	4.843446388	SRS049318	Passoli2019	HMP_2012	supPQ	7	USA	North America	78481956	Yes	Western	Industrial	Homo sapiens
ERS12516930.bin.r.26	882_10	882	1592049	52.59	0	ERS12516930	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	30448208	Yes	Global South	Non_industrial	Homo sapiens
ERS12516946.bin.r.7	882_11	882	1897875	57.71	1.72	ERS12516946	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	51923752	Yes	Global South	Non_industrial	Homo sapiens
ERS12516942.bin.r.22	882_12	882	1738850	66.28	2.39	ERS12516942	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	18620436	Yes	Global South	Non_industrial	Homo sapiens
CM_periimplantitis__SP_502SPI_T016__bin.1	882_13	882	2816530	98.31081081	0.337837838	SP_502SPI_T016	Passoli2019	CM_periimplantitis	subPQ	7	Italy	Europe	17738007	Yes	Western	Industrial	Homo sapiens
SEQF6385.1	882_13	882	3346228	99.32	0.34	SEQF6385.1	HOMD	HOMD	RefSeq	7	USA	North America	1	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS014476__bin.16	882_14	882	1831296	68.33771797	3.821321321	SRS014476	Passoli2019	HMP_2012	supPQ	7	USA	North America	47498085	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS014691__bin.17	882_14	882	2508885	91.52921304	1.347376789	SRS014691	Passoli2019	HMP_2012	subPQ	7	USA	North America	27845487	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS023938__bin.1	882_14	882	2762793	80.17241379	0	SRS023938	Passoli2019	HMP_2012	supPQ	7	USA	North America	109247154	Yes	Western	Industrial	Homo sapiens
CM_periimplantitis__SP_163SPI_T016__bin.16	882_15	882	2560028	93.53322072	0.900900901	SP_163SPI_T016	Passoli2019	CM_periimplantitis	subPQ	7	Italy	Europe	15103027	Yes	Western	Industrial	Homo sapiens
CM_periimplantitis__SP_163SPT_T016__bin.32	882_15	882	1612912	53.44827586	0	SP_163SPT_T016	Passoli2019	CM_periimplantitis	subPQ	7	Italy	Europe	29288726	Yes	Western	Industrial	Homo sapiens
CM_periimplantitis__SP_162SPI_T016__bin.5	882_16	882	2735389	98.02265501	0	SP_162SPI_T016	Passoli2019	CM_periimplantitis	subPQ	7	Italy	Europe	44021584	Yes	Western	Industrial	Homo sapiens
ERS12516955.bin.r.15	882_17	882	2170432	86.26	0.34	ERS12516955	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	315392644	Yes	Global South	Non_industrial	Homo sapiens
ERS12516988.bin.r.18	882_18	882	2091632	68.1	0	ERS12516988	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	62587740	Yes	Global South	Non_industrial	Homo sapiens
HMP_2012__SRS013170__bin.41	882_19	882	2786479	97.63403109	0	SRS013170	Passoli2019	HMP_2012	supPQ	7	USA	North America	64227421	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS023964__bin.23	882_19	882	2842476	98.02155096	0.675675676	SRS023964	Passoli2019	HMP_2012	supPQ	7	USA	North America	41939190	Yes	Western	Industrial	Homo sapiens
CM_periimplantitis__SP_133SPT_T016__bin.2	882_20	882	1627752	57.80298155	1.210585586	SP_133SPT_T016	Passoli2019	CM_periimplantitis	subPQ	7	Italy	Europe	1232775	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS024649__bin.3	882_21	882	2745495	96.01737767	0.675675676	SRS024649	Passoli2019	HMP_2012	supPQ	7	USA	North America	57276236	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS016746__bin.2	882_22	882	2622608	87.93521463	2.449324324	SRS016746	Passoli2019	HMP_2012	supPQ	7	USA	North America	68367542	Yes	Western	Industrial	Homo sapiens
ERS12516994.bin.r.23	882_23	882	2693655	96.82	0.11	ERS12516994	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	82473140	Yes	Global South	Non_industrial	Homo sapiens
HMP_2012__SRS017691__bin.60	882_24	882	2034174	70.68965517	3.354231975	SRS017691	Passoli2019	HMP_2012	supPQ	7	USA	North America	71609681	Yes	Western	Industrial	Homo sapiens
CM_periimplantitis__SP_201SPI_T016__bin.3	882_25	882	2724470	96.79054054	0	SP_201SPI_T016	Passoli2019	CM_periimplantitis	subPQ	7	Italy	Europe	5527082	Yes	Western	Industrial	Homo sapiens
MGYG000298358	882_25	882	2878378	98.99	0	ERS6080662	MGNify	ERP127228	supPQ	7	Italy	Europe	5248769.0619469	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS011255__bin.46	882_26	882	2619863	95.98348348	0.168918919	SRS011255	Passoli2019	HMP_2012	supPQ	7	USA	North America	40060319	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS016541__bin.12	882_26	882	3227405	64.29467085	0.862068966	SRS016541	Passoli2019	HMP_2012	supPQ	7	USA	North America	51456080	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS017227__bin.83	882_26	882	2803475	97.2630719	0.337837838	SRS017227	Passoli2019	HMP_2012	supPQ	7	USA	North America	93358090	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS045197__bin.65	882_26	882	1484170	51.89655172	3.448275862	SRS045197	Passoli2019	HMP_2012	supPQ	7	USA	North America	76812278	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS047113__bin.78	882_26	882	2159939	75.35947712	3.408408408	SRS047113	Passoli2019	HMP_2012	supPQ	7	USA	North America	82984236	Yes	Western	Industrial	Homo sapiens
CMC004.B.bin.r.81	882_27	882	1653657	70.63	1.52	CMC004.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	248097416	Yes	Global South	Non_industrial	Homo sapiens
ERS12516962.bin.r.25	882_28	882	2273152	88.72	0.68	ERS12516962	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	252721172	Yes	Global South	Non_industrial	Homo sapiens
CM_periimplantitis__SP_123SPT_T016__bin.8	882_29	882	2710920	91.60191441	3.145645646	SP_123SPT_T016	Passoli2019	CM_periimplantitis	subPQ	7	Italy	Europe	3281991	Yes	Western	Industrial	Homo sapiens
CM_periimplantitis__SP_387SPT_T016__bin.3	882_30	882	1525199	56.53103471	1.392642643	SP_387SPT_T016	Passoli2019	CM_periimplantitis	subPQ	7	Italy	Europe	9818103	Yes	Western	Industrial	Homo sapiens
CM_periimplantitis__SP_503SPT_T016__bin.9	882_31	882	2732667	97.63513514	0	SP_503SPT_T016	Passoli2019	CM_periimplantitis	subPQ	7	Italy	Europe	18589093	Yes	Western	Industrial	Homo sapiens
CM_periimplantitis__SP_403SPT_T016__bin.4	882_32	882	2719583	97.97297297	0	SP_403SPT_T016	Passoli2019	CM_periimplantitis	subPQ	7	Italy	Europe	24631605	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS019980__bin.24	882_33	882	2530020	83.44827586	0.862068966	SRS019980	Passoli2019	HMP_2012	supPQ	7	USA	North America	73656326	Yes	Western	Industrial	Homo sapiens
CM_periimplantitis__SP_143SPI_T016__bin.33	882_34	882	2811231	96.38866808	1.801801802	SP_143SPI_T016	Passoli2019	CM_periimplantitis	subPQ	7	Italy	Europe	20224148	Yes	Western	Industrial	Homo sapiens
ERS12516979.bin.r.8	882_35	882	2208368	72.24	0	ERS12516979	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	42644460	Yes	Global South	Non_industrial	Homo sapiens
CMC034.B.bin.r.58	882_36	882	2509874	90	2.46	CMC034.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	209802931	Yes	Global South	Non_industrial	Homo sapiens
HMP_2012__SRS022536__bin.41	882_37	882	2425867	91.63398693	0.966591592	SRS022536	Passoli2019	HMP_2012	supPQ	7	USA	North America	88738899	Yes	Western	Industrial	Homo sapiens
ERS12516939.bin.r.25	882_38	882	2039835	53.45	0	ERS12516939	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	67875772	Yes	Global South	Non_industrial	Homo sapiens
ERS12516940.bin.r.24	882_39	882	1955729	62.93	1.72	ERS12516940	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	41866068	Yes	Global South	Non_industrial	Homo sapiens
ERS12516932.bin.r.15	882_40	882	1775294	72.46	0.95	ERS12516932	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	58720204	Yes	Global South	Non_industrial	Homo sapiens
CMC045.B.bin.r.41	883_0	883	1987338	65.86	0	CMC045.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	265986262	Yes	Global South	Non_industrial	Homo sapiens
ERS9656250.bin.r.2	884_0	884	1910162	68.29	1.81	ERS9656250	Ancient	Moraitou2022	anc_calculus	100	Gabon	Africa	66836990	Yes	Ancient	Ancient	Gorilla gorilla gorilla
MGYG000298490	885_0	885	1390360	64.44	1.96	SAMN14570728	MGNify	SRP311368	SL	7	USA	North America	443274.428571429	No	Western	Industrial	Homo sapiens
ERS6955162.bin.r.10	886_1	886	3935166	81.39	1.82	ERS6955162	Ancient	Brealey2021	anc_calculus	100	Sweden	Europe	110129142	Yes	Ancient	Ancient	Ursus arctos
ERS9656246.bin.r.1	886_2	886	3262999	68.21	0.72	ERS9656246	Ancient	Moraitou2022	anc_calculus	100	Democratic Republic of the Congo	Africa	61163102	Yes	Ancient	Ancient	Gorilla beringei graueri
ERS4545910.bin.r.1	887_0	887	3123745	93.82	1.08	ERS4545910	Ancient	Brealey2020	anc_calculus	100	Russia	Europe	12972168	Yes	Ancient	Ancient	Ursus arctos
ERS6955168.bin.r.7	888_0	888	2820351	86.37	0.72	ERS6955168	Ancient	Brealey2021	anc_calculus	100	Sweden	Europe	66645742	Yes	Ancient	Ancient	Ursus arctos
ERS4545916.bin.r.1	889_0	889	1958533	66.93	2.72	ERS4545916	Ancient	Brealey2020	anc_calculus	100	Unknown	Europe	22836717	Yes	Ancient	Ancient	Rangifer tarandus
ERS6955127.bin.r.7	890_0	890	2388213	66.94	0.88	ERS6955127	Ancient	Brealey2021	anc_calculus	100	Sweden	Europe	99010460	Yes	Ancient	Ancient	Ursus arctos
SRS3078097.bin.r.11	891_0	891	4707269	68.35	1.07	SRS3078097	Ancient	Mann2018	anc_calculus	1000	Ireland	Europe	37629647	Yes	Ancient	Ancient	Homo sapiens
ERS4042419.bin.r.1	892_0	892	1905707	70.08	1.39	ERS4042419	Ancient	Fagernas2020	anc_calculus	100	Great Britain	Europe	46199265	Yes	Ancient	Ancient	Homo sapiens
SRS3078162.bin.r.6	893_0	893	2975315	82.08	1.22	SRS3078162	Ancient	Mann2018	anc_calculus	1400	Nepal	Asia	60322833	Yes	Ancient	Ancient	Homo sapiens
ERS4545910.bin.r.4	894_0	894	4266877	90.75	1.1	ERS4545910	Ancient	Brealey2020	anc_calculus	100	Russia	Europe	12972168	Yes	Ancient	Ancient	Ursus arctos
ERS9656246.bin.r.3	895_0	895	2259894	56.28	0.49	ERS9656246	Ancient	Moraitou2022	anc_calculus	100	Democratic Republic of the Congo	Africa	61163102	Yes	Ancient	Ancient	Gorilla beringei graueri
ERS6955164.bin.r.3	896_0	896	2188944	75.64	4.41	ERS6955164	Ancient	Brealey2021	anc_calculus	100	Sweden	Europe	187323386	Yes	Ancient	Ancient	Ursus arctos
ERS6955164.bin.r.4	897_0	897	2264202	90.91	5.33	ERS6955164	Ancient	Brealey2021	anc_calculus	100	Sweden	Europe	187323386	Yes	Ancient	Ancient	Ursus arctos
ERS11702734.bin.r.3	898_1	898	1479255	80.19	5.12	ERS11702734	Ancient	Velsko2022	anc_calculus	900	Spain	Europe	24861732	Yes	Ancient	Ancient	Homo sapiens
ERS11702736.bin.r.3	898_1	898	1187987	64.24	1.08	ERS11702736	Ancient	Velsko2022	anc_calculus	900	Spain	Europe	15844074	Yes	Ancient	Ancient	Homo sapiens
ERS11702737.bin.r.3	898_1	898	1196918	63.85	1.08	ERS11702737	Ancient	Velsko2022	anc_calculus	900	Spain	Europe	27595540	Yes	Ancient	Ancient	Homo sapiens
GWHAPVR00000000	898_2	898	2035570	100	1.08	RSZYD18078535	Zhu2022	Zhu2022	SL	7	China	Asia	72471576	Yes	Eastern	Industrial	Homo sapiens
MGYG000299017	898_3	898	1714765	93.02	0	ERS7599742	MGNify	ERP108069	SL	7	China	Asia	18986049.25	Yes	Eastern	Industrial	Homo sapiens
ERS2985753.bin.r.3	898_4	898	1102849	61.8	1.14	ERS2985753	Ancient	Velsko2019	anc_calculus	200	England	Europe	4828217	Yes	Ancient	Ancient	Homo sapiens
ERS2985763.bin.r.2	898_5	898	1674525	85.96	1.14	ERS2985763	Ancient	Velsko2019	anc_calculus	200	England	Europe	13385432	Yes	Ancient	Ancient	Homo sapiens
ERS12516973.bin.r.23	899_1	899	1510811	74.1	1.71	ERS12516973	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	65696480	Yes	Global South	Non_industrial	Homo sapiens
HMP_2012__SRS024347__bin.1	899_1	899	1898825	99.46236559	2.688172043	SRS024347	Passoli2019	HMP_2012	BM	7	USA	North America	11353543	Yes	Western	Industrial	Homo sapiens
ERS12516949.bin.r.1	899_2	899	1781209	99.46	1.08	ERS12516949	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	35607672	Yes	Global South	Non_industrial	Homo sapiens
ERS12516992.bin.r.1	899_2	899	1783021	99.46	3.23	ERS12516992	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	102591796	Yes	Global South	Non_industrial	Homo sapiens
ERS12516990.bin.r.40	899_3	899	1970269	99.46	0	ERS12516990	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	115376412	Yes	Global South	Non_industrial	Homo sapiens
ERS12516993.bin.r.30	899_3	899	1878630	99.46	0.1	ERS12516993	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	137836192	Yes	Global South	Non_industrial	Homo sapiens
BritoIL_2016__W2.46.SA__bin.1	899_4	899	1852861	94.89247312	0.600885515	W2.46.SA	Passoli2019	BritoIL_2016	SL	7	Fiji	Oceania	15307768	Yes	Global South	Non_industrial	Homo sapiens
HMP_2012__SRS024140__bin.12	899_4	899	1823634	73.11827957	3.57656259	SRS024140	Passoli2019	HMP_2012	BM	7	USA	North America	11331753	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS015436__bin.6	899_5	899	1007494	64.38363276	0.980392157	SRS015436	Passoli2019	HMP_2012	BM	7	USA	North America	22694363	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS011310__bin.6	899_6	899	934969	55.0897974	1.075268817	SRS011310	Passoli2019	HMP_2012	BM	7	USA	North America	21006750	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS052668__bin.5	899_6	899	1837845	99.46236559	0	SRS052668	Passoli2019	HMP_2012	BM	7	USA	North America	12944535	Yes	Western	Industrial	Homo sapiens
ERS12516955.bin.r.9	899_7	899	1205006	67.2	0	ERS12516955	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	315392644	Yes	Global South	Non_industrial	Homo sapiens
ERS1202866.bin.r.22	899_8	899	1355780	78.19	0.06	ERS1202866	Lassalle2017	Lassalle2017	SL	7	Philippines	Asia	167564956	Yes	Global South	Non_industrial	Homo sapiens
MGYG000299033	899_9	899	1389388	80.65	0.54	ERS7876818	MGNify	ERP131993	SL	7	China	Asia	16073348.4	Yes	Eastern	Industrial	Homo sapiens
GWHAQCG00000000	899_10	899	3087319	96.24	7.46	RSZYD18187989	Zhu2022	Zhu2022	SL	7	China	Asia	61613357	Yes	Eastern	Industrial	Homo sapiens
ERS12516970.bin.r.5	899_11	899	1787798	99.46	0	ERS12516970	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	272017072	Yes	Global South	Non_industrial	Homo sapiens
ERS1202884.bin.r.14	899_12	899	1695428	98.57	0	ERS1202884	Lassalle2017	Lassalle2017	SL	7	Philippines	Asia	162465128	Yes	Global South	Non_industrial	Homo sapiens
ERS12516964.bin.r.40	899_13	899	1444356	85.42	0	ERS12516964	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	211396268	Yes	Global South	Non_industrial	Homo sapiens
ERS12516989.bin.r.19	899_14	899	1086762	54.96	6.77	ERS12516989	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	44917096	Yes	Global South	Non_industrial	Homo sapiens
MGYG000298095	899_15	899	2162780	58.79	1.17	ERS7766794	MGNify	DRP005925	SL	7	Japan	Asia	154314928.75	Yes	Eastern	Industrial	Homo sapiens
MGYG000298095	899_15	899	2162780	58.79	1.17	ERS7766794	MGNify	DRP005925	SL	7	Japan	Asia	4171492.5	No	Eastern	Industrial	Homo sapiens
