Contig	Operon	Start	End	Prediction	Complete_Interference	Complete_Adaptation	Best_type	Best_score	Genes	Positions	E-values	CoverageSeq	CoverageHMM	Strand_Interference	Strand_Adaptation	Oral_site	Industry	BinID	out_type
NODE_5_length_191382_cov_56.1958	NODE_5_length_191382_cov_56.1958@5	154635	155390	False	0%		III-A	1	['AbiEii_0_CAS-III']	[143]	['1.40e-08']	[0.516]	[0.454]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.19	putative
NODE_7_length_161159_cov_62.9742	NODE_7_length_161159_cov_62.9742@1	62326	63399	False	0%		III-A	1	['AbiEii_0_CAS-III']	[63]	['3.20e-04']	[0.327]	[0.327]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.19	putative
NODE_12_length_119715_cov_63.2351	NODE_12_length_119715_cov_63.2351@3	116052	116483	False	0%	0%	I-A	0	['CasR_0_CAS-I-II-III-IV-V-VI']	[123]	['2.30e-03']	[0.458]	[0.313]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.19	putative
NODE_77_length_53045_cov_63.4487	NODE_77_length_53045_cov_63.4487@1	22082	22522	False	0%	0%	I-A	0	['CasR_0_CAS-I-II-III-IV-V-VI']	[19]	['6.00e-03']	[0.422]	[0.313]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.19	putative
NODE_6_length_173529_cov_68.8549	NODE_6_length_173529_cov_68.8549@5	135089	135853	False	0%		III-A	1	['AbiEii_0_CAS-III']	[125]	['2.20e-05']	[0.51]	[0.451]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.19	putative
NODE_6_length_173529_cov_68.8549	NODE_6_length_173529_cov_68.8549@3	104622	104903	False	0%	0%	I-A	0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[91]	['6.20e-11']	[0.872]	[0.771]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.19	putative
NODE_5_length_191382_cov_56.1958	NODE_5_length_191382_cov_56.1958@4	132549	133388	False	0%		III-B	1	['htpX_0_CAS-III-B']	[118]	['3.60e-25']	[0.621]	[0.452]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.19	putative
NODE_4_length_194177_cov_64.1352	NODE_4_length_194177_cov_64.1352@1	106549	108135	False	14%	0%	I-A	2	['Cas3_0_CAS-I']	[96]	['2.90e-08']	[0.42]	[0.643]	1		keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.19	putative
NODE_6_length_173529_cov_68.8549	NODE_6_length_173529_cov_68.8549@1	38802	40841	False	14%	0%	I-A	2	['Cas3_0_CAS-I']	[38]	['1.70e-11']	[0.347]	[0.657]	-1		keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.19	putative
NODE_7_length_161159_cov_62.9742	NODE_7_length_161159_cov_62.9742@3	92330	93013	False	0%		IV-B	3	['CysH_0_IVB']	[112]	['3.50e-08']	[0.693]	[0.643]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.19	putative
NODE_6_length_173529_cov_68.8549	NODE_6_length_173529_cov_68.8549@2	85647	90194	Ambiguous	['100%', '100%']	['67%', '100%']	['II-A', 'II-C']	6	['Cas9_1_II', 'Cas1_4_CAS-I-II-III-IV-V-VI', 'Cas2_5_CAS-I-II-III-IV-V-VI']	[77, 78, 79]	['0.00e+00', '4.50e-103', '5.90e-55']	[0.993, 0.905, 0.99]	[0.998, 1.0, 0.879]	1	1	keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.19	putative
NODE_5_length_191382_cov_56.1958	NODE_5_length_191382_cov_56.1958@3	106194	107579	False	0%	0%	I-A	0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[95]	['1.10e-40']	[0.327]	[0.975]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.19	putative
NODE_12_length_119715_cov_63.2351	NODE_12_length_119715_cov_63.2351@2	82144	82875	False	0%		III-A	1	['AbiEii_0_CAS-III']	[93]	['2.60e-09']	[0.41]	[0.342]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.19	putative
NODE_5_length_191382_cov_56.1958	NODE_5_length_191382_cov_56.1958@6	172717	175137	False	0%		III-A	1	['Csa3_1_CAS-I-II-III-IV-V-VI', 'AbiEii_0_CAS-III']	[160, 162]	['1.50e-16', '1.40e-12']	[0.663, 0.333]	[0.602, 0.486]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.19	putative
NODE_37_length_79258_cov_71.4377	NODE_37_length_79258_cov_71.4377@1	10127	12277	False	20%		IV-A1	2	['Csf4_0_IVA']	[14]	['2.80e-36']	[0.679]	[0.722]	1		keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.19	putative
NODE_5_length_191382_cov_56.1958	NODE_5_length_191382_cov_56.1958@7	180188	180967	False	17%		III-B	4	['Cmr5gr11_14_CAS-III-B']	[168]	['3.60e-04']	[0.331]	[0.559]	-1		keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.19	putative
NODE_128_length_35895_cov_71.8992	NODE_128_length_35895_cov_71.8992@1	2998	3912	False	25%		V-K	1	['TnsC_0_V-K']	[4]	['2.20e-08']	[0.534]	[0.587]	1		keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.19	putative
NODE_222_length_24355_cov_80.0302	NODE_222_length_24355_cov_80.0302@1	16737	17474	False	0%		III-A	1	['AbiEii_0_CAS-III']	[20]	['2.70e-06']	[0.61]	[0.521]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.19	putative
NODE_77_length_53045_cov_63.4487	NODE_77_length_53045_cov_63.4487@2	43270	43833	False	0%	0%	I-A	0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[32]	['2.20e-14']	[0.835]	[0.956]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.19	putative
NODE_50_length_68426_cov_52.4495	NODE_50_length_68426_cov_52.4495@2	63764	65317	False	0%		III-A	1	['AbiEii_0_CAS-III']	[55]	['3.50e-08']	[0.338]	[0.359]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.19	putative
NODE_12_length_119715_cov_63.2351	NODE_12_length_119715_cov_63.2351@1	47848	48582	False	0%	0%	I-A	0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[64]	['6.30e-33']	[0.669]	[0.994]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.19	putative
NODE_22_length_101637_cov_60.8935	NODE_22_length_101637_cov_60.8935@1	45202	45930	False	0%		III-A	1	['AbiEii_0_CAS-III']	[49]	['2.60e-09']	[0.412]	[0.342]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.19	putative
NODE_150_length_32366_cov_56.6347	NODE_150_length_32366_cov_56.6347@2	27508	32125	False	0%		III-A	1	['AbiEii_0_CAS-III', 'CasR_1_CAS-I-II-III-IV-V-VI']	[28, 31]	['3.90e-04', '1.20e-03']	[0.408, 0.723]	[0.535, 0.459]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.19	putative
NODE_50_length_68426_cov_52.4495	NODE_50_length_68426_cov_52.4495@1	41456	42415	False	0%		IV-B	3	['CysH_0_IVB']	[38]	['1.50e-05']	[0.309]	[0.386]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.19	putative
NODE_40_length_73592_cov_67.887	NODE_40_length_73592_cov_67.887@1	31332	32228	False	0%		III-A	1	['AbiEii_0_CAS-III']	[28]	['2.50e-05']	[0.445]	[0.398]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.19	putative
NODE_289_length_20022_cov_81.565	NODE_289_length_20022_cov_81.565@1	15290	15940	False	0%		III-A	1	['AbiEii_0_CAS-III']	[17]	['2.70e-04']	[0.479]	[0.352]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.19	putative
NODE_5_length_191382_cov_56.1958	NODE_5_length_191382_cov_56.1958@2	71771	72475	False	0%		III-A	1	['Csx1_3_CAS-III']	[67]	['1.60e-26']	[0.306]	[0.364]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.19	putative
NODE_55_length_65842_cov_67.1247	NODE_55_length_65842_cov_67.1247@1	61048	62817	False	0%	0%	I-A	0	['RT_0_CAS-I-II-III-IV-V-VI']	[58]	['1.60e-28']	[0.371]	[0.991]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.19	putative
NODE_150_length_32366_cov_56.6347	NODE_150_length_32366_cov_56.6347@1	18247	20756	False	20%		IV-D	4	['AbiEii_0_CAS-III', 'RecD_0_IVD']	[20, 21]	['5.50e-03', '7.00e-38']	[0.5, 0.573]	[0.405, 0.405]	1		keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.19	putative
NODE_47_length_70178_cov_125.107	NODE_47_length_70178_cov_125.107@1	24945	26861	False	0%		III-A	1	['AbiEii_0_CAS-III']	[24]	['8.10e-10']	[0.493]	[0.824]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.2	putative
NODE_1769_length_4528_cov_211.996	NODE_1769_length_4528_cov_211.996@1	1423	1875	False	0%	0%	I-A	0	['CasR_1_CAS-I-II-III-IV-V-VI']	[3]	['8.20e-05']	[0.616]	[0.445]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.2	putative
NODE_368_length_16892_cov_105.461	NODE_368_length_16892_cov_105.461@1	2547	3602	False	0%	33%	II-A	3	['Csn2_7_CAS-II-A']	[4]	['4.40e-03']	[0.514]	[0.481]		1	keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.2	putative
NODE_117_length_38390_cov_163.95	NODE_117_length_38390_cov_163.95@2	17518	18279	False	0%		III-A	1	['AbiEii_0_CAS-III']	[18]	['5.60e-07']	[0.417]	[0.387]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.2	putative
NODE_27_length_94368_cov_91.0191	NODE_27_length_94368_cov_91.0191@3	35066	37000	False	20%		IV-D	4	['RecD_0_IVD']	[33]	['9.30e-40']	[0.592]	[0.463]	-1		keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.2	putative
NODE_34_length_85299_cov_101.223	NODE_34_length_85299_cov_101.223@2	82166	84247	False	14%	0%	I-A	2	['Cas3_0_CAS-I']	[87]	['1.70e-12']	[0.401]	[0.768]	1		keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.2	putative
NODE_85_length_49893_cov_104.668	NODE_85_length_49893_cov_104.668@3	31851	32162	False	20%		III-A	4	['Csm2gr11_2_CAS-III-A']	[42]	['2.30e-03']	[0.702]	[0.521]	-1		keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.2	putative
NODE_26_length_95035_cov_97.4178	NODE_26_length_95035_cov_97.4178@3	84118	85170	False	0%		III-A	1	['AbiEii_0_CAS-III']	[76]	['8.90e-04']	[0.305]	[0.387]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.2	putative
NODE_13_length_119683_cov_113.864	NODE_13_length_119683_cov_113.864@1	66906	67637	False	0%		III-A	1	['AbiEii_0_CAS-III']	[67]	['2.90e-03']	[0.402]	[0.335]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.2	putative
NODE_203_length_25869_cov_87.7217	NODE_203_length_25869_cov_87.7217@1	23814	25736	False	20%		IV-A1	2	['Csf4_0_IVA']	[24]	['1.20e-58']	[0.913]	[0.902]	-1		keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.2	putative
NODE_47_length_70178_cov_125.107	NODE_47_length_70178_cov_125.107@2	38615	39244	False	0%	0%	I-A	0	['CasR_1_CAS-I-II-III-IV-V-VI']	[35]	['7.80e-04']	[0.376]	[0.372]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.2	putative
NODE_26_length_95035_cov_97.4178	NODE_26_length_95035_cov_97.4178@1	170	931	False	0%	0%	I-A	0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[1]	['2.80e-38']	[0.654]	[0.994]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.2	putative
NODE_75_length_53867_cov_105.892	NODE_75_length_53867_cov_105.892@1	39579	40250	False	0%		III-A	1	['AbiEii_0_CAS-III']	[42]	['5.20e-05']	[0.589]	[0.44]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.2	putative
NODE_72_length_56615_cov_124.414	NODE_72_length_56615_cov_124.414@1	38515	44292	False	14%	0%	I-A	1	['Cas3_0_CAS-I', 'Cas3_0_I']	[58, 61]	['2.40e-06', '5.80e-14']	[0.416, 0.679]	[0.788, 0.894]	0		keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.2	putative
NODE_26_length_95035_cov_97.4178	NODE_26_length_95035_cov_97.4178@2	58195	58548	False	0%	0%	I-A	0	['CasR_0_CAS-I-II-III-IV-V-VI']	[51]	['6.10e-04']	[0.602]	[0.333]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.2	putative
NODE_85_length_49893_cov_104.668	NODE_85_length_49893_cov_104.668@2	11437	12207	False	17%	0%	I-E	4	['Cse2gr11_5_CAS-I-E']	[14]	['9.70e-04']	[0.377]	[0.673]	-1		keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.2	putative
NODE_240_length_22823_cov_119.452	NODE_240_length_22823_cov_119.452@1	17690	18538	False	0%		III-B	1	['htpX_0_CAS-III-B']	[16]	['2.10e-27']	[0.724]	[0.63]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.2	putative
NODE_230_length_23640_cov_102.154	NODE_230_length_23640_cov_102.154@1	4929	5408	False	0%	0%	I-A	0	['CasR_1_CAS-I-II-III-IV-V-VI']	[5]	['3.00e-06']	[0.544]	[0.404]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.2	putative
NODE_49_length_68494_cov_111.76	NODE_49_length_68494_cov_111.76@1	8898	9488	False	25%		III-F	4	['SSgr11_0_CAS-III-F']	[11]	['3.40e-03']	[0.716]	[0.421]	1		keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.2	putative
NODE_39_length_74714_cov_100.311	NODE_39_length_74714_cov_100.311@1	74517	74714	False	0%	0%	I-A	0	['WYL_3_CAS-I-II-III-IV-V-VI']	[73]	['1.70e-03']	[0.818]	[0.32]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.2	putative
NODE_117_length_38390_cov_163.95	NODE_117_length_38390_cov_163.95@1	6268	6957	False	0%	0%	I-A	0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[8]	['1.50e-22']	[0.761]	[0.994]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.2	putative
NODE_139_length_33809_cov_102.714	NODE_139_length_33809_cov_102.714@1	19589	20392	False	0%	33%	II-A	3	['Csn2_7_CAS-II-A']	[18]	['3.40e-05']	[0.455]	[0.344]		1	keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.2	putative
NODE_27_length_94368_cov_91.0191	NODE_27_length_94368_cov_91.0191@2	24595	25407	False	0%		III-A	1	['AbiEii_0_CAS-III']	[22]	['2.10e-06']	[0.631]	[0.567]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.2	putative
NODE_531_length_12367_cov_96.3719	NODE_531_length_12367_cov_96.3719@1	1439	5883	Ambiguous	['100%', '100%']	['67%', '100%']	['II-A', 'II-C']	5	['Cas9_1_II', 'Cas9_1_II', 'Cas1_0_II', 'Cas2_5_CAS-I-II-III-IV-V-VI']	[3, 4, 5, 6]	['5.80e-303', '9.20e-32', '1.40e-100', '8.80e-53']	[0.987, 0.985, 0.905, 0.991]	[0.847, 0.121, 0.996, 0.931]	1	1	keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.2	putative
NODE_51_length_68390_cov_119.83	NODE_51_length_68390_cov_119.83@4	63391	64596	False	0%	0%	I-A	0	['RT_0_CAS-I-II-III-IV-V-VI']	[57]	['1.40e-14']	[0.463]	[0.728]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.2	putative
NODE_85_length_49893_cov_104.668	NODE_85_length_49893_cov_104.668@1	2	3719	False	0%		III-A	1	['WYL_3_CAS-I-II-III-IV-V-VI', 'AbiEii_0_CAS-III']	[1, 5]	['2.40e-15', '1.50e-11']	[0.687, 0.492]	[0.645, 0.43]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.2	putative
NODE_47_length_70178_cov_125.107	NODE_47_length_70178_cov_125.107@3	47906	48670	False	0%		III-A	1	['AbiEii_0_CAS-III']	[43]	['5.80e-09']	[0.51]	[0.461]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.2	putative
NODE_51_length_68390_cov_119.83	NODE_51_length_68390_cov_119.83@2	16214	16795	False	25%		V-K	1	['TnsC_0_V-K']	[16]	['1.90e-03']	[0.485]	[0.332]	-1		keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.2	putative
NODE_38_length_75076_cov_111.85	NODE_38_length_75076_cov_111.85@1	3112	4227	False	0%		III-A	1	['AbiEii_0_CAS-III']	[5]	['3.30e-06']	[0.398]	[0.511]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.2	putative
NODE_137_length_34296_cov_119.618	NODE_137_length_34296_cov_119.618@1	27081	28759	False	0%		IV-B	3	['CysH_0_IVB', 'CysH_0_IVB']	[25, 26]	['1.60e-16', '2.10e-16']	[0.565, 0.755]	[0.671, 0.723]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.2	putative
NODE_117_length_38390_cov_163.95	NODE_117_length_38390_cov_163.95@3	25570	26862	False	0%		IV-B	3	['CysH_0_IVB']	[26]	['3.00e-04']	[0.383]	[0.635]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.2	putative
NODE_88_length_47242_cov_108.394	NODE_88_length_47242_cov_108.394@1	16193	17497	False	14%	0%	I-A	2	['Cas3_0_CAS-I']	[21]	['2.30e-06']	[0.448]	[0.552]	1		keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.2	putative
NODE_137_length_34296_cov_119.618	NODE_137_length_34296_cov_119.618@2	33141	34217	False	0%		III-A	1	['AbiEii_0_CAS-III']	[31]	['2.80e-05']	[0.365]	[0.405]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.2	putative
NODE_44_length_71220_cov_103.866	NODE_44_length_71220_cov_103.866@1	37384	37992	False	0%		III-A	1	['Csx1_7_CAS-III']	[33]	['1.10e-03']	[0.542]	[0.366]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.2	putative
NODE_179_length_29231_cov_103.086	NODE_179_length_29231_cov_103.086@1	6778	7134	False	20%	0%	I-B	4	['Cas8b2_4_CAS-I-B']	[13]	['2.10e-03']	[0.429]	[0.8]	-1		keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.2	putative
NODE_771_length_9098_cov_99.2487	NODE_771_length_9098_cov_99.2487@1	145	693	False	0%	0%	I-A	0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[2]	['3.90e-13']	[0.847]	[0.944]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.2	putative
NODE_230_length_23640_cov_102.154	NODE_230_length_23640_cov_102.154@2	13790	15034	False	29%	0%	I-A	2	['Cas3HD_0_CAS-I']	[15]	['9.40e-04']	[0.311]	[0.493]	1		keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.2	putative
NODE_51_length_68390_cov_119.83	NODE_51_length_68390_cov_119.83@3	42328	43326	False	0%		III-A	1	['AbiEii_0_CAS-III']	[43]	['3.40e-03']	[0.462]	[0.518]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.2	putative
NODE_34_length_85299_cov_101.223	NODE_34_length_85299_cov_101.223@1	46344	47300	False	0%		III-A	1	['AbiEii_0_CAS-III']	[49]	['3.00e-04']	[0.379]	[0.415]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.2	putative
NODE_51_length_68390_cov_119.83	NODE_51_length_68390_cov_119.83@1	7243	8013	False	0%		III-A	1	['AbiEii_0_CAS-III']	[8]	['9.80e-09']	[0.623]	[0.56]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.2	putative
NODE_27_length_94368_cov_91.0191	NODE_27_length_94368_cov_91.0191@1	11150	15603	False	0%		IV-B	3	['DEDDh_0_CAS-I-II-III-IV-V-VI', 'CysH_0_IVB']	[10, 13]	['7.50e-17', '1.50e-05']	[0.382, 0.406]	[0.981, 0.494]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.2	putative
NODE_1435_length_5428_cov_4.65811	NODE_1435_length_5428_cov_4.65811@1	2879	3973	False	0%		III-C	1	['AbiEii_2_CAS-III-C']	[7]	['5.20e-06']	[0.471]	[0.395]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.20	putative
NODE_62_length_61246_cov_5.96124	NODE_62_length_61246_cov_5.96124@1	36076	36966	False	0%		III-A	1	['AbiEii_0_CAS-III']	[37]	['4.30e-06']	[0.377]	[0.37]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.20	putative
NODE_121_length_37543_cov_5.9295	NODE_121_length_37543_cov_5.9295@1	7855	8610	False	0%		III-A	1	['AbiEii_0_CAS-III']	[11]	['1.90e-08']	[0.381]	[0.327]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.20	putative
NODE_350_length_17494_cov_5.52256	NODE_350_length_17494_cov_5.52256@1	8727	9455	False	0%		III-A	1	['AbiEii_0_CAS-III']	[9]	['5.20e-05']	[0.506]	[0.43]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.20	putative
NODE_130_length_35578_cov_5.94573	NODE_130_length_35578_cov_5.94573@1	14404	16437	False	14%	0%	I-A	2	['Cas3_0_CAS-I']	[14]	['7.90e-14']	[0.422]	[0.867]	1		keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.20	putative
NODE_202_length_25904_cov_6.84224	NODE_202_length_25904_cov_6.84224@1	13641	13952	False	14%	0%	I-A	4	['Csa5gr11_4_CAS-I-A']	[13]	['5.70e-04']	[0.404]	[0.316]	1		keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.20	putative
NODE_784_length_8992_cov_4.15296	NODE_784_length_8992_cov_4.15296@1	771	8694	False	0%	0%	I-A	0	['Csf4_0_IVA', 'RecD_0_IVD']	[2, 6]	['3.20e-41', '1.00e-46']	[0.93, 0.547]	[0.892, 0.388]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.20	putative
NODE_1828_length_4406_cov_4.94852	NODE_1828_length_4406_cov_4.94852@1	3380	3928	False	0%	0%	I-A	0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[5]	['3.80e-16']	[0.858]	[0.956]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.20	putative
NODE_4321_length_1958_cov_5.598	NODE_4321_length_1958_cov_5.598@1	2	1801	False	0%		III-B	1	['TPR_1_CAS-III-B']	[1]	['2.40e-05']	[0.378]	[0.449]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.20	putative
NODE_283_length_20378_cov_5.29007	NODE_283_length_20378_cov_5.29007@1	164	1531	False	0%	0%	I-A	0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[2]	['4.80e-40']	[0.34]	[0.994]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.20	putative
NODE_89_length_46606_cov_4.83878	NODE_89_length_46606_cov_4.83878@1	8510	9493	False	0%		IV-B	3	['CysH_0_IVB']	[10]	['1.90e-06']	[0.305]	[0.39]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.20	putative
NODE_298_length_19712_cov_6.45943	NODE_298_length_19712_cov_6.45943@1	4405	5199	False	0%		III-A	1	['AbiEii_0_CAS-III']	[10]	['2.80e-03']	[0.392]	[0.366]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.20	putative
NODE_375_length_16496_cov_4.97524	NODE_375_length_16496_cov_4.97524@1	13007	13525	False	0%	0%	I-A	0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[16]	['1.50e-03']	[0.306]	[0.441]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.20	putative
NODE_1329_length_5854_cov_4.35679	NODE_1329_length_5854_cov_4.35679@1	4990	5835	False	0%		III-B	1	['htpX_0_CAS-III-B']	[5]	['1.10e-22']	[0.504]	[0.423]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.20	putative
NODE_1176_length_6516_cov_5.76908	NODE_1176_length_6516_cov_5.76908@1	1806	2717	False	0%		III-A	1	['AbiEii_0_CAS-III']	[3]	['1.20e-04']	[0.372]	[0.38]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.20	putative
NODE_642_length_10575_cov_6.44202	NODE_642_length_10575_cov_6.44202@1	5443	6570	False	0%		IV-B	3	['CysH_0_IVB']	[10]	['7.20e-15']	[0.553]	[0.679]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.20	putative
NODE_929_length_7834_cov_5.55071	NODE_929_length_7834_cov_5.55071@1	2200	3558	False	14%	0%	I-A	2	['Cas3_0_CAS-I']	[2]	['3.00e-08']	[0.501]	[0.657]	1		keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.20	putative
NODE_3510_length_2374_cov_4.57482	NODE_3510_length_2374_cov_4.57482@1	475	1092	False	20%		IV-C	3	['Cas11_1_IVC']	[2]	['2.10e-03']	[0.398]	[0.633]	-1		keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.20	putative
NODE_266_length_21343_cov_5.99234	NODE_266_length_21343_cov_5.99234@1	2754	3680	False	0%		III-A	1	['AbiEii_0_CAS-III']	[5]	['2.40e-03']	[0.34]	[0.38]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.20	putative
NODE_250_length_22265_cov_5.63868	NODE_250_length_22265_cov_5.63868@1	20644	21396	False	0%		III-A	1	['AbiEii_0_CAS-III']	[23]	['1.40e-07']	[0.371]	[0.313]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.20	putative
NODE_239_length_22891_cov_6.86394	NODE_239_length_22891_cov_6.86394@1	14648	16858	False	20%		IV-D	4	['RecD_0_IVD']	[21]	['5.40e-08']	[0.384]	[0.333]	1		keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.20	putative
NODE_266_length_21343_cov_5.99234	NODE_266_length_21343_cov_5.99234@2	15256	15978	False	0%	0%	I-A	0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[20]	['7.80e-32']	[0.689]	[0.994]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.20	putative
NODE_497_length_12887_cov_4.14238	NODE_497_length_12887_cov_4.14238@1	4012	5358	False	14%	0%	I-A	2	['Cas3_0_CAS-I']	[4]	['5.10e-07']	[0.69]	[0.929]	-1		keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.20	putative
NODE_651_length_10502_cov_6.17881	NODE_651_length_10502_cov_6.17881@1	5878	6570	False	0%		III-A	1	['AbiEii_0_CAS-III']	[6]	['7.70e-04']	[0.593]	[0.465]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.20	putative
NODE_983_length_7508_cov_6.45378	NODE_983_length_7508_cov_6.45378@1	3969	4988	False	0%	0%	I-A	0	['PD_DExK_0_CAS-I-II-III-IV-V-VI']	[4]	['8.70e-54']	[0.474]	[1.0]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.20	putative
NODE_1023_length_7218_cov_5.17102	NODE_1023_length_7218_cov_5.17102@1	1587	6809	False	0%		IV-B	3	['AbiEii_0_CAS-III', 'CysH_0_IVB']	[2, 6]	['1.70e-06', '4.40e-16']	[0.358, 0.702]	[0.451, 0.663]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.20	putative
NODE_3353_length_2484_cov_4.50391	NODE_3353_length_2484_cov_4.50391@1	2038	2484	False	0%	0%	I-A	0	['WYL_0_CAS-I-II-III-IV-V-VI']	[4]	['8.70e-16']	[0.98]	[0.438]			keratinized_gingiva	industrial	HMP_2012__SRS014473__bin.20	putative
