Contig,Operon,Start,End,Prediction,Complete_Interference,Complete_Adaptation,Best_type,Best_score,Genes,Positions,E-values,CoverageSeq,CoverageHMM,Strand_Interference,Strand_Adaptation,sampleID,out_type,Individual_ID,MAG_source,oral_site,Bin
NODE_150_length_22498_cov_38.9,NODE_150_length_22498_cov_38.9@1,5607,6398,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[6],['3.80e-09'],[0.432],[0.394],,,ERSX0004102.bin.r.8,putative,ERSX0004102,Ancient,calculus,ERSX0004102-megahit_008
NODE_187_length_19293_cov_38.6,NODE_187_length_19293_cov_38.6@1,4716,6440,False,14%,0%,I-A,1,['Cas3_0_I'],[5],['2.90e-12'],[0.43],[0.696],1,,ERSX0004102.bin.r.8,putative,ERSX0004102,Ancient,calculus,ERSX0004102-megahit_008
NODE_82_length_30260_cov_37.8,NODE_82_length_30260_cov_37.8@1,18464,19405,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[18],['9.00e-07'],[0.363],[0.412],,,ERSX0004102.bin.r.8,putative,ERSX0004102,Ancient,calculus,ERSX0004102-megahit_008
NODE_222_length_16008_cov_38.2,NODE_222_length_16008_cov_38.2@1,10461,12350,False,14%,0%,I-A,2,['Cas3_0_CAS-I'],[11],['1.70e-10'],[0.327],[0.592],1,,ERSX0004102.bin.r.8,putative,ERSX0004102,Ancient,calculus,ERSX0004102-megahit_008
NODE_1_length_147139_cov_38.0,NODE_1_length_147139_cov_38.0@6,112573,114570,False,20%,,IV-A1,2,['Csf4_0_IVA'],[102],['3.30e-16'],[0.384],[0.389],-1,,ERSX0004102.bin.r.8,putative,ERSX0004102,Ancient,calculus,ERSX0004102-megahit_008
NODE_350_length_10994_cov_37.0,NODE_350_length_10994_cov_37.0@1,8025,8900,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[10],['1.00e-08'],[0.438],[0.461],,,ERSX0004102.bin.r.8,putative,ERSX0004102,Ancient,calculus,ERSX0004102-megahit_008
NODE_150_length_22498_cov_38.9,NODE_150_length_22498_cov_38.9@2,18589,19494,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[17],['1.00e-10'],[0.371],[0.401],,,ERSX0004102.bin.r.8,putative,ERSX0004102,Ancient,calculus,ERSX0004102-megahit_008
NODE_9_length_101752_cov_40.3,NODE_9_length_101752_cov_40.3@2,87222,89966,False,14%,0%,I-A,2,['Cas3_0_CAS-I'],[93],['1.10e-17'],[0.361],[0.935],-1,,ERSX0004102.bin.r.8,putative,ERSX0004102,Ancient,calculus,ERSX0004102-megahit_008
NODE_1_length_147139_cov_38.0,NODE_1_length_147139_cov_38.0@7,125050,126006,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[114],['1.10e-06'],[0.31],[0.331],,,ERSX0004102.bin.r.8,putative,ERSX0004102,Ancient,calculus,ERSX0004102-megahit_008
NODE_1_length_147139_cov_38.0,NODE_1_length_147139_cov_38.0@2,16517,16867,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[14],['5.80e-19'],[0.812],[0.881],,,ERSX0004102.bin.r.8,putative,ERSX0004102,Ancient,calculus,ERSX0004102-megahit_008
NODE_1_length_147139_cov_38.0,NODE_1_length_147139_cov_38.0@3,48362,49207,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[45],['5.30e-06'],[0.344],[0.331],,,ERSX0004102.bin.r.8,putative,ERSX0004102,Ancient,calculus,ERSX0004102-megahit_008
NODE_1292_length_7002_cov_32.4,NODE_1292_length_7002_cov_32.4@1,712,1329,False,29%,0%,I-A,2,['Cas3HD_0_CAS-I'],[3],['6.60e-03'],[0.325],[0.409],1,,SRS15300787.bin.r.9,putative,SRS15300787,Ancient,calculus,SRS15300787-megahit_009
NODE_13228_length_1774_cov_28.4,NODE_13228_length_1774_cov_28.4@1,3,197,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[1],['1.10e-05'],[0.662],[0.398],,,SRS15300787.bin.r.9,putative,SRS15300787,Ancient,calculus,SRS15300787-megahit_009
NODE_7918_length_2428_cov_28.4,NODE_7918_length_2428_cov_28.4@1,497,1174,False,0%,0%,I-A,0,['DEDDh_0_CAS-I-II-III-IV-V-VI'],[2],['3.70e-14'],[0.81],[0.988],,,SRS15300787.bin.r.9,putative,SRS15300787,Ancient,calculus,SRS15300787-megahit_009
NODE_1354_length_6778_cov_31.2,NODE_1354_length_6778_cov_31.2@1,293,1135,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[1],['4.40e-06'],[0.31],[0.313],,,SRS15300787.bin.r.9,putative,SRS15300787,Ancient,calculus,SRS15300787-megahit_009
NODE_4256_length_3547_cov_32.1,NODE_4256_length_3547_cov_32.1@1,6,731,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[1],['1.10e-08'],[0.393],[0.32],,,SRS15300787.bin.r.9,putative,SRS15300787,Ancient,calculus,SRS15300787-megahit_009
NODE_3981_length_3702_cov_31.7,NODE_3981_length_3702_cov_31.7@1,2060,2707,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[3],['7.10e-09'],[0.63],[0.864],,,SRS15300787.bin.r.9,putative,SRS15300787,Ancient,calculus,SRS15300787-megahit_009
NODE_10327_length_2060_cov_28.1,NODE_10327_length_2060_cov_28.1@1,1175,1957,False,0%,,IV-B,3,['CysH_0_IVB'],[2],['7.30e-04'],[0.521],[0.454],,,SRS15300787.bin.r.9,putative,SRS15300787,Ancient,calculus,SRS15300787-megahit_009
NODE_11580_length_1926_cov_25.9,NODE_11580_length_1926_cov_25.9@1,2,175,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[1],['2.10e-07'],[0.828],[0.424],,,SRS15300787.bin.r.9,putative,SRS15300787,Ancient,calculus,SRS15300787-megahit_009
NODE_6327_length_2795_cov_26.4,NODE_6327_length_2795_cov_26.4@1,1691,2794,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[4],['1.10e-05'],[0.394],[0.37],,,SRS15300787.bin.r.9,putative,SRS15300787,Ancient,calculus,SRS15300787-megahit_009
NODE_1458_length_6517_cov_34.6,NODE_1458_length_6517_cov_34.6@1,5968,6516,False,14%,0%,I-A,1,['Cas3_0_I'],[10],['2.60e-11'],[0.738],[0.419],1,,SRS15300787.bin.r.9,putative,SRS15300787,Ancient,calculus,SRS15300787-megahit_009
NODE_741_length_9445_cov_29.3,NODE_741_length_9445_cov_29.3@1,1737,2471,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[4],['4.30e-04'],[0.38],[0.32],,,SRS15300787.bin.r.9,putative,SRS15300787,Ancient,calculus,SRS15300787-megahit_009
NODE_144_length_20546_cov_59.6,NODE_144_length_20546_cov_59.6@1,14936,15583,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[20],['8.30e-09'],[0.63],[0.864],,,SRS15300794.bin.r.11,putative,SRS15300794,Ancient,calculus,SRS15300794-megahit_011
NODE_22_length_57543_cov_60.5,NODE_22_length_57543_cov_60.5@1,13910,15670,False,14%,0%,I-A,2,['Cas3_0_CAS-I'],[16],['9.90e-09'],[0.426],[0.717],1,,SRS15300794.bin.r.11,putative,SRS15300794,Ancient,calculus,SRS15300794-megahit_011
NODE_46_length_39551_cov_54.0,NODE_46_length_39551_cov_54.0@1,20759,21484,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[23],['1.20e-08'],[0.393],[0.32],,,SRS15300794.bin.r.11,putative,SRS15300794,Ancient,calculus,SRS15300794-megahit_011
NODE_104_length_25322_cov_56.4,NODE_104_length_25322_cov_56.4@1,5891,6853,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[8],['2.30e-06'],[0.308],[0.331],,,SRS15300794.bin.r.11,putative,SRS15300794,Ancient,calculus,SRS15300794-megahit_011
NODE_326_length_12858_cov_57.0,NODE_326_length_12858_cov_57.0@1,10532,10882,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[7],['5.80e-19'],[0.812],[0.881],,,SRS15300794.bin.r.11,putative,SRS15300794,Ancient,calculus,SRS15300794-megahit_011
NODE_514_length_9709_cov_53.6,NODE_514_length_9709_cov_53.6@1,5964,7010,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[8],['1.00e-05'],[0.415],[0.37],,,SRS15300794.bin.r.11,putative,SRS15300794,Ancient,calculus,SRS15300794-megahit_011
NODE_219_length_16218_cov_53.5,NODE_219_length_16218_cov_53.5@1,1172,1942,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[3],['2.70e-08'],[0.389],[0.338],,,SRS15300794.bin.r.11,putative,SRS15300794,Ancient,calculus,SRS15300794-megahit_011
NODE_37_length_43281_cov_62.5,NODE_37_length_43281_cov_62.5@2,37842,38417,False,29%,0%,I-A,2,['Cas3HD_0_CAS-I'],[34],['6.40e-03'],[0.349],[0.409],1,,SRS15300794.bin.r.11,putative,SRS15300794,Ancient,calculus,SRS15300794-megahit_011
NODE_37_length_43281_cov_62.5,NODE_37_length_43281_cov_62.5@1,28754,31498,False,14%,0%,I-A,2,['Cas3_0_CAS-I'],[24],['4.70e-18'],[0.361],[0.935],-1,,SRS15300794.bin.r.11,putative,SRS15300794,Ancient,calculus,SRS15300794-megahit_011
NODE_14_length_78514_cov_56.7,NODE_14_length_78514_cov_56.7@2,47858,48652,False,0%,,IV-B,3,['CysH_0_IVB'],[40],['8.20e-04'],[0.513],[0.454],,,SRS15300794.bin.r.11,putative,SRS15300794,Ancient,calculus,SRS15300794-megahit_011
NODE_14_length_78514_cov_56.7,NODE_14_length_78514_cov_56.7@1,13263,14987,False,14%,0%,I-A,1,['Cas3_0_I'],[8],['2.90e-12'],[0.43],[0.696],-1,,SRS15300794.bin.r.11,putative,SRS15300794,Ancient,calculus,SRS15300794-megahit_011
NODE_65_length_32161_cov_64.2,NODE_65_length_32161_cov_64.2@1,6107,7066,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[9],['1.70e-06'],[0.369],[0.408],,,SRS15300794.bin.r.11,putative,SRS15300794,Ancient,calculus,SRS15300794-megahit_011
NODE_83_length_28636_cov_58.8,NODE_83_length_28636_cov_58.8@1,26601,28565,False,20%,,IV-A1,2,['Csf4_0_IVA'],[26],['4.70e-15'],[0.344],[0.356],1,,SRS15300794.bin.r.11,putative,SRS15300794,Ancient,calculus,SRS15300794-megahit_011
NODE_104_length_25322_cov_56.4,NODE_104_length_25322_cov_56.4@2,17326,19323,False,20%,,IV-A1,2,['Csf4_0_IVA'],[19],['4.00e-16'],[0.389],[0.393],1,,SRS15300794.bin.r.11,putative,SRS15300794,Ancient,calculus,SRS15300794-megahit_011
NODE_38_length_43079_cov_56.0,NODE_38_length_43079_cov_56.0@1,5019,5696,False,0%,0%,I-A,0,['DEDDh_0_CAS-I-II-III-IV-V-VI'],[3],['4.30e-14'],[0.81],[0.988],,,SRS15300794.bin.r.11,putative,SRS15300794,Ancient,calculus,SRS15300794-megahit_011
NODE_633_length_8486_cov_54.4,NODE_633_length_8486_cov_54.4@1,3417,4322,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[5],['1.00e-10'],[0.371],[0.401],,,SRS15300794.bin.r.11,putative,SRS15300794,Ancient,calculus,SRS15300794-megahit_011
NODE_152_length_19747_cov_59.3,NODE_152_length_19747_cov_59.3@1,14219,16108,False,14%,0%,I-A,2,['Cas3_0_CAS-I'],[16],['1.70e-10'],[0.327],[0.592],1,,SRS15300794.bin.r.11,putative,SRS15300794,Ancient,calculus,SRS15300794-megahit_011
NODE_2738_length_4186_cov_30.2,NODE_2738_length_4186_cov_30.2@1,2174,3898,False,14%,0%,I-A,1,['Cas3_0_I'],[3],['2.40e-12'],[0.43],[0.696],-1,,SRS15300805.bin.r.9,putative,SRS15300805,Ancient,calculus,SRS15300805-megahit_009
NODE_3707_length_3302_cov_28.6,NODE_3707_length_3302_cov_28.6@1,746,1792,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[2],['8.70e-06'],[0.415],[0.37],,,SRS15300805.bin.r.9,putative,SRS15300805,Ancient,calculus,SRS15300805-megahit_009
NODE_2461_length_4520_cov_32.7,NODE_2461_length_4520_cov_32.7@1,810,2570,False,14%,0%,I-A,2,['Cas3_0_CAS-I'],[3],['8.80e-09'],[0.426],[0.717],-1,,SRS15300805.bin.r.9,putative,SRS15300805,Ancient,calculus,SRS15300805-megahit_009
NODE_6097_length_2174_cov_29.0,NODE_6097_length_2174_cov_29.0@1,1,1521,False,0%,,IV-B,3,['CysH_0_IVB'],[1],['2.90e-17'],[0.367],[0.727],,,SRS15300805.bin.r.9,putative,SRS15300805,Ancient,calculus,SRS15300805-megahit_009
NODE_2603_length_4351_cov_31.7,NODE_2603_length_4351_cov_31.7@1,1694,2371,False,0%,0%,I-A,0,['DEDDh_0_CAS-I-II-III-IV-V-VI'],[2],['3.60e-14'],[0.81],[0.988],,,SRS15300805.bin.r.9,putative,SRS15300805,Ancient,calculus,SRS15300805-megahit_009
NODE_1523_length_6096_cov_33.7,NODE_1523_length_6096_cov_33.7@1,3400,5289,False,14%,0%,I-A,2,['Cas3_0_CAS-I'],[4],['1.40e-10'],[0.327],[0.592],-1,,SRS15300805.bin.r.9,putative,SRS15300805,Ancient,calculus,SRS15300805-megahit_009
NODE_1605_length_5923_cov_34.2,NODE_1605_length_5923_cov_34.2@1,3,1997,False,14%,0%,I-A,2,['Cas3_0_CAS-I'],[1],['9.00e-14'],[0.49],[0.878],-1,,SRS15300805.bin.r.9,putative,SRS15300805,Ancient,calculus,SRS15300805-megahit_009
NODE_2413_length_4583_cov_31.1,NODE_2413_length_4583_cov_31.1@1,1,189,False,0%,0%,I-D,1,['HTH_0_CAS-I-D'],[1],['3.30e-03'],[0.571],[0.538],,,SRS15300805.bin.r.9,putative,SRS15300805,Ancient,calculus,SRS15300805-megahit_009
NODE_504_length_11694_cov_31.8,NODE_504_length_11694_cov_31.8@1,6266,6616,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[4],['4.90e-19'],[0.812],[0.881],,,SRS15300805.bin.r.9,putative,SRS15300805,Ancient,calculus,SRS15300805-megahit_009
NODE_5112_length_2548_cov_35.9,NODE_5112_length_2548_cov_35.9@1,377,1060,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[2],['4.40e-09'],[0.596],[0.864],,,SRS15300805.bin.r.9,putative,SRS15300805,Ancient,calculus,SRS15300805-megahit_009
NODE_4882_length_2646_cov_27.4,NODE_4882_length_2646_cov_27.4@1,2265,2645,False,0%,0%,I-A,0,['Csa3_0_CAS-I-II-III-IV-V-VI'],[4],['3.90e-03'],[0.622],[0.451],,,SRS15300805.bin.r.9,putative,SRS15300805,Ancient,calculus,SRS15300805-megahit_009
NODE_11184_length_1238_cov_29.1,NODE_11184_length_1238_cov_29.1@1,478,1236,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[2],['1.10e-06'],[0.356],[0.335],,,SRS15300805.bin.r.9,putative,SRS15300805,Ancient,calculus,SRS15300805-megahit_009
NODE_5693_length_2055_cov_35.4,NODE_5693_length_2055_cov_35.4@1,980,2053,False,14%,0%,I-A,2,['Cas3_0_CAS-I'],[2],['1.50e-09'],[0.701],[0.722],1,,SRS3078097.bin.r.3,putative,SRS3078097,Ancient,calculus,SRS3078097-megahit_003
NODE_5632_length_2068_cov_37.6,NODE_5632_length_2068_cov_37.6@1,1109,1756,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[2],['7.40e-09'],[0.63],[0.864],,,SRS3078097.bin.r.3,putative,SRS3078097,Ancient,calculus,SRS3078097-megahit_003
NODE_4590_length_2357_cov_32.9,NODE_4590_length_2357_cov_32.9@1,343,1248,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[2],['6.40e-11'],[0.371],[0.401],,,SRS3078097.bin.r.3,putative,SRS3078097,Ancient,calculus,SRS3078097-megahit_003
NODE_8121_length_1653_cov_32.6,NODE_8121_length_1653_cov_32.6@1,462,1058,False,0%,0%,I-A,0,['Csa3_0_CAS-I-II-III-IV-V-VI'],[2],['7.60e-03'],[0.397],[0.451],,,SRS3078097.bin.r.3,putative,SRS3078097,Ancient,calculus,SRS3078097-megahit_003
NODE_2250_length_3810_cov_37.6,NODE_2250_length_3810_cov_37.6@1,1,1761,False,14%,0%,I-A,2,['Cas3_0_CAS-I'],[1],['4.60e-14'],[0.557],[0.881],-1,,SRS3078097.bin.r.3,putative,SRS3078097,Ancient,calculus,SRS3078097-megahit_003
NODE_2240_length_3817_cov_36.2,NODE_2240_length_3817_cov_36.2@1,1678,3402,False,14%,0%,I-A,1,['Cas3_0_I'],[2],['1.10e-12'],[0.43],[0.696],1,,SRS3078097.bin.r.3,putative,SRS3078097,Ancient,calculus,SRS3078097-megahit_003
NODE_1353_length_5544_cov_32.9,NODE_1353_length_5544_cov_32.9@1,4517,4867,False,14%,0%,I-A,4,['Csa5_0_IA'],[6],['4.00e-03'],[0.701],[0.813],1,,SRS3078097.bin.r.3,putative,SRS3078097,Ancient,calculus,SRS3078097-megahit_003
NODE_5366_length_2138_cov_35.3,NODE_5366_length_2138_cov_35.3@1,1,1449,False,14%,0%,I-A,2,['Cas3_0_CAS-I'],[1],['2.60e-10'],[0.393],[0.547],1,,SRS3078097.bin.r.3,putative,SRS3078097,Ancient,calculus,SRS3078097-megahit_003
NODE_2496_length_3552_cov_38.4,NODE_2496_length_3552_cov_38.4@1,2384,3550,False,14%,0%,I-A,2,['Cas3_0_CAS-I'],[4],['2.00e-19'],[0.848],[0.935],1,,SRS3078097.bin.r.3,putative,SRS3078097,Ancient,calculus,SRS3078097-megahit_003
NODE_3957_length_5708_cov_47.2,NODE_3957_length_5708_cov_47.2@1,1407,2054,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[2],['1.10e-08'],[0.63],[0.864],,,SRS3078204.bin.r.8,putative,SRS3078204,Ancient,calculus,SRS3078204-megahit_008
NODE_5049_length_4721_cov_39.5,NODE_5049_length_4721_cov_39.5@1,2809,4569,False,14%,0%,I-A,2,['Cas3_0_CAS-I'],[4],['1.20e-08'],[0.426],[0.717],1,,SRS3078204.bin.r.8,putative,SRS3078204,Ancient,calculus,SRS3078204-megahit_008
NODE_1589_length_13697_cov_50.4,NODE_1589_length_13697_cov_50.4@1,236,697,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[1],['1.10e-03'],[0.409],[0.331],,,SRS3078204.bin.r.8,putative,SRS3078204,Ancient,calculus,SRS3078204-megahit_008
NODE_10734_length_2936_cov_40.2,NODE_10734_length_2936_cov_40.2@1,2454,2804,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[3],['5.30e-19'],[0.812],[0.881],,,SRS3078204.bin.r.8,putative,SRS3078204,Ancient,calculus,SRS3078204-megahit_008
NODE_3901_length_5765_cov_43.2,NODE_3901_length_5765_cov_43.2@1,4875,5258,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[7],['9.70e-04'],[0.469],[0.398],,,SRS3078204.bin.r.8,putative,SRS3078204,Ancient,calculus,SRS3078204-megahit_008
NODE_1777_length_11984_cov_47.3,NODE_1777_length_11984_cov_47.3@1,2067,2642,False,29%,0%,I-A,2,['Cas3HD_0_CAS-I'],[4],['5.90e-03'],[0.349],[0.409],-1,,SRS3078204.bin.r.8,putative,SRS3078204,Ancient,calculus,SRS3078204-megahit_008
NODE_11443_length_2829_cov_48.2,NODE_11443_length_2829_cov_48.2@1,2,2227,False,20%,,IV-A1,2,['Csf4_0_IVA'],[1],['8.60e-15'],[0.303],[0.356],-1,,SRS3078204.bin.r.8,putative,SRS3078204,Ancient,calculus,SRS3078204-megahit_008
NODE_1943_length_10904_cov_51.1,NODE_1943_length_10904_cov_51.1@1,1880,3877,False,20%,,IV-A1,2,['Csf4_0_IVA'],[3],['4.30e-16'],[0.387],[0.392],-1,,SRS3078204.bin.r.8,putative,SRS3078204,Ancient,calculus,SRS3078204-megahit_008
NODE_4530_length_5131_cov_44.7,NODE_4530_length_5131_cov_44.7@1,2118,3842,False,14%,0%,I-A,1,['Cas3_0_I'],[3],['1.60e-12'],[0.43],[0.696],-1,,SRS3078204.bin.r.8,putative,SRS3078204,Ancient,calculus,SRS3078204-megahit_008
NODE_1777_length_11984_cov_47.3,NODE_1777_length_11984_cov_47.3@2,8986,11730,False,14%,0%,I-A,2,['Cas3_0_CAS-I'],[14],['4.30e-18'],[0.361],[0.935],1,,SRS3078204.bin.r.8,putative,SRS3078204,Ancient,calculus,SRS3078204-megahit_008
NODE_37_length_27488_cov_69.1,NODE_37_length_27488_cov_69.1@1,16574,17452,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[10],['5.70e-06'],[0.334],[0.327],,,SRS4625232.bin.r.9,putative,SRS4625232,Ancient,calculus,SRS4625232-megahit_009
NODE_37_length_27488_cov_69.1,NODE_37_length_27488_cov_69.1@2,20555,21436,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[17],['1.10e-08'],[0.344],[0.331],,,SRS4625232.bin.r.9,putative,SRS4625232,Ancient,calculus,SRS4625232-megahit_009
NODE_70_length_21823_cov_71.2,NODE_70_length_21823_cov_71.2@1,11138,11911,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[10],['6.00e-06'],[0.415],[0.359],,,SRS4625232.bin.r.9,putative,SRS4625232,Ancient,calculus,SRS4625232-megahit_009
NODE_134_length_16571_cov_66.2,NODE_134_length_16571_cov_66.2@1,14975,15538,False,0%,,III-B,1,['NYN_0_CAS-III-B'],[14],['6.90e-09'],[0.809],[0.45],,,SRS4625232.bin.r.9,putative,SRS4625232,Ancient,calculus,SRS4625232-megahit_009
NODE_132_length_16598_cov_68.7,NODE_132_length_16598_cov_68.7@1,7409,7843,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[14],['3.50e-04'],[0.448],[0.356],,,SRS4625232.bin.r.9,putative,SRS4625232,Ancient,calculus,SRS4625232-megahit_009
NODE_1074_length_4468_cov_73.5,NODE_1074_length_4468_cov_73.5@1,1200,1604,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[3],['1.60e-03'],[0.519],[0.424],,,SRS4625232.bin.r.9,putative,SRS4625232,Ancient,calculus,SRS4625232-megahit_009
NODE_2794_length_2490_cov_63.4,NODE_2794_length_2490_cov_63.4@1,2,2488,Ambiguous,"['100%', '100%']","['0%', '0%']","['II-A', 'II-C']",2,['Cas9_0_II'],[1],['1.10e-86'],[0.913],[0.64],1,,SRS4625232.bin.r.9,putative,SRS4625232,Ancient,calculus,SRS4625232-megahit_009
NODE_91_length_19759_cov_66.9,NODE_91_length_19759_cov_66.9@1,6751,7695,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[7],['5.10e-06'],[0.362],[0.394],,,SRS4625232.bin.r.9,putative,SRS4625232,Ancient,calculus,SRS4625232-megahit_009
NODE_193_length_13691_cov_60.9,NODE_193_length_13691_cov_60.9@1,6422,7225,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[7],['4.50e-07'],[0.396],[0.345],,,SRS4625232.bin.r.9,putative,SRS4625232,Ancient,calculus,SRS4625232-megahit_009
NODE_890_length_5048_cov_60.6,NODE_890_length_5048_cov_60.6@1,4220,4927,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[6],['2.70e-09'],[0.479],[0.38],,,SRS4625232.bin.r.9,putative,SRS4625232,Ancient,calculus,SRS4625232-megahit_009
NODE_1_length_101752_cov_71.7,NODE_1_length_101752_cov_71.7@1,27550,28179,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[34],['4.00e-08'],[0.338],[0.619],,,SRS4625232.bin.r.9,putative,SRS4625232,Ancient,calculus,SRS4625232-megahit_009
NODE_112_length_18574_cov_68.5,NODE_112_length_18574_cov_68.5@1,1401,2213,False,0%,,IV-B,3,['CysH_0_IVB'],[3],['8.10e-04'],[0.513],[0.466],,,SRS4625232.bin.r.9,putative,SRS4625232,Ancient,calculus,SRS4625232-megahit_009
NODE_341_length_9593_cov_67.5,NODE_341_length_9593_cov_67.5@1,4113,4838,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[9],['2.70e-07'],[0.459],[0.394],,,SRS4625232.bin.r.9,putative,SRS4625232,Ancient,calculus,SRS4625232-megahit_009
NODE_30_length_29506_cov_65.4,NODE_30_length_29506_cov_65.4@1,22678,23328,False,0%,0%,I-A,0,['CasR_1_CAS-I-II-III-IV-V-VI'],[21],['2.50e-10'],[0.829],[0.775],,,SRS4625232.bin.r.9,putative,SRS4625232,Ancient,calculus,SRS4625232-megahit_009
NODE_313_length_10085_cov_65.0,NODE_313_length_10085_cov_65.0@1,2214,4589,False,20%,,IV-A1,2,['Csf4_0_IVA'],[3],['8.80e-17'],[0.319],[0.383],1,,SRS4625232.bin.r.9,putative,SRS4625232,Ancient,calculus,SRS4625232-megahit_009
NODE_1_length_101752_cov_71.7,NODE_1_length_101752_cov_71.7@2,62642,63634,False,0%,,III-B,1,['htpX_0_CAS-III-B'],[68],['6.50e-16'],[0.692],[0.758],,,SRS4625232.bin.r.9,putative,SRS4625232,Ancient,calculus,SRS4625232-megahit_009
NODE_1_length_101752_cov_71.7,NODE_1_length_101752_cov_71.7@3,91414,94158,False,14%,0%,I-A,1,['Cas3_0_I'],[94],['3.40e-17'],[0.351],[0.902],-1,,SRS4625232.bin.r.9,putative,SRS4625232,Ancient,calculus,SRS4625232-megahit_009
NODE_3_length_66064_cov_71.9,NODE_3_length_66064_cov_71.9@1,34099,34914,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[39],['7.60e-08'],[0.386],[0.349],,,SRS4625232.bin.r.9,putative,SRS4625232,Ancient,calculus,SRS4625232-megahit_009
NODE_162_length_14997_cov_68.4,NODE_162_length_14997_cov_68.4@1,559,2286,False,14%,0%,I-A,1,['Cas3_0_I'],[1],['1.80e-10'],[0.417],[0.684],-1,,SRS4625232.bin.r.9,putative,SRS4625232,Ancient,calculus,SRS4625232-megahit_009
NODE_7_length_49879_cov_71.0,NODE_7_length_49879_cov_71.0@1,25283,26065,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[41],['2.80e-06'],[0.333],[0.313],,,SRS4625232.bin.r.9,putative,SRS4625232,Ancient,calculus,SRS4625232-megahit_009
NODE_1126_length_4339_cov_62.2,NODE_1126_length_4339_cov_62.2@1,289,1968,False,14%,0%,I-A,2,['Cas3_0_CAS-I'],[1],['2.50e-11'],[0.45],[0.72],1,,SRS4625232.bin.r.9,putative,SRS4625232,Ancient,calculus,SRS4625232-megahit_009
NODE_4_length_58314_cov_69.8,NODE_4_length_58314_cov_69.8@1,51920,52723,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[47],['2.20e-07'],[0.422],[0.398],,,SRS4625232.bin.r.9,putative,SRS4625232,Ancient,calculus,SRS4625232-megahit_009
NODE_281_length_10926_cov_64.4,NODE_281_length_10926_cov_64.4@1,5313,6182,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[7],['1.10e-04'],[0.359],[0.342],,,SRS4625232.bin.r.9,putative,SRS4625232,Ancient,calculus,SRS4625232-megahit_009
NODE_24_length_14987_cov_82.0,NODE_24_length_14987_cov_82.0@1,217,924,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[2],['2.80e-09'],[0.479],[0.38],,,SRS4625234.bin.r.7,putative,SRS4625234,Ancient,calculus,SRS4625234-megahit_007
