genome,secondary_cluster,threshold,cluster_method,comparison_algorithm,primary_cluster
CMC033.B.bin.r.67.fa,225_1,0.06999999999999995,average,ANImf,225
CMC034.B.bin.r.29.fa,225_1,0.06999999999999995,average,ANImf,225
CMC037.B.bin.r.26.fa,225_1,0.06999999999999995,average,ANImf,225
CM_periimplantitis__SP_101SPI_T016__bin.7.fa,225_1,0.06999999999999995,average,ANImf,225
CM_periimplantitis__SP_123SPT_T016__bin.7.fa,225_1,0.06999999999999995,average,ANImf,225
CM_periimplantitis__SP_143SPI_T016__bin.31.fa,225_1,0.06999999999999995,average,ANImf,225
CM_periimplantitis__SP_184SPT_T016__bin.13.fa,225_1,0.06999999999999995,average,ANImf,225
CM_periimplantitis__SP_287SPT_T016__bin.3.fa,225_1,0.06999999999999995,average,ANImf,225
CM_periimplantitis__SP_325SPI_T016__bin.4.fa,225_1,0.06999999999999995,average,ANImf,225
CM_periimplantitis__SP_384SPI_T016__bin.12.fa,225_1,0.06999999999999995,average,ANImf,225
CM_periimplantitis__SP_387SPT_T016__bin.20.fa,225_1,0.06999999999999995,average,ANImf,225
ERS1202881.bin.r.1.fa,225_1,0.06999999999999995,average,ANImf,225
ERS12516934.bin.r.3.fa,225_1,0.06999999999999995,average,ANImf,225
ERS12516944.bin.r.12.fa,225_1,0.06999999999999995,average,ANImf,225
ERS12516950.bin.r.12.fa,225_1,0.06999999999999995,average,ANImf,225
ERS12516951.bin.r.11.fa,225_1,0.06999999999999995,average,ANImf,225
ERS12516954.bin.r.1.fa,225_1,0.06999999999999995,average,ANImf,225
ERS12516969.bin.r.26.fa,225_1,0.06999999999999995,average,ANImf,225
ERS12516970.bin.r.90.fa,225_1,0.06999999999999995,average,ANImf,225
ERS12516975.bin.r.2.fa,225_1,0.06999999999999995,average,ANImf,225
ERS12516976.bin.r.28.fa,225_1,0.06999999999999995,average,ANImf,225
ERS12516987.bin.r.6.fa,225_1,0.06999999999999995,average,ANImf,225
ERS12516994.bin.r.10.fa,225_1,0.06999999999999995,average,ANImf,225
HMP_2012__SRS011255__bin.34.fa,225_1,0.06999999999999995,average,ANImf,225
HMP_2012__SRS013836__bin.28.fa,225_1,0.06999999999999995,average,ANImf,225
HMP_2012__SRS013950__bin.15.fa,225_1,0.06999999999999995,average,ANImf,225
HMP_2012__SRS017691__bin.58.fa,225_1,0.06999999999999995,average,ANImf,225
MGYG000298042.fna,225_1,0.06999999999999995,average,ANImf,225
MGYG000298392.fna,225_1,0.06999999999999995,average,ANImf,225
MGYG000298666.fna,225_1,0.06999999999999995,average,ANImf,225
SEQF1677.1.fna,225_1,0.06999999999999995,average,ANImf,225
SEQF2146.2.fna,225_1,0.06999999999999995,average,ANImf,225
SEQF2563.1.fna,225_1,0.06999999999999995,average,ANImf,225
SEQF2676.1.fna,225_1,0.06999999999999995,average,ANImf,225
SEQF2733.1.fna,225_1,0.06999999999999995,average,ANImf,225
SEQF3700.1.fna,225_1,0.06999999999999995,average,ANImf,225
SEQF3701.1.fna,225_1,0.06999999999999995,average,ANImf,225
SEQF3702.1.fna,225_1,0.06999999999999995,average,ANImf,225
SEQF3711.1.fna,225_1,0.06999999999999995,average,ANImf,225
SEQF6688.1.fna,225_1,0.06999999999999995,average,ANImf,225
SEQF6689.1.fna,225_1,0.06999999999999995,average,ANImf,225
SEQF6690.1.fna,225_1,0.06999999999999995,average,ANImf,225
SEQF6691.1.fna,225_1,0.06999999999999995,average,ANImf,225
SEQF6692.1.fna,225_1,0.06999999999999995,average,ANImf,225
SEQF6693.1.fna,225_1,0.06999999999999995,average,ANImf,225
BritoIL_2016__W2.68.SA__bin.22.fa,226_1,0.06999999999999995,average,ANImf,226
CMC020.B.bin.r.20.fa,226_1,0.06999999999999995,average,ANImf,226
CMC021.B.bin.r.73.fa,226_1,0.06999999999999995,average,ANImf,226
CMC033.B.bin.r.46.fa,226_1,0.06999999999999995,average,ANImf,226
CMC040.B.bin.r.54.fa,226_1,0.06999999999999995,average,ANImf,226
CM_cf__CF_TNFC041SA_t1M15__bin.21.fa,226_1,0.06999999999999995,average,ANImf,226
ERS1202866.bin.r.23.fa,226_1,0.06999999999999995,average,ANImf,226
ERS1202868.bin.r.11.fa,226_1,0.06999999999999995,average,ANImf,226
ERS1202884.bin.r.1.fa,226_1,0.06999999999999995,average,ANImf,226
ERS12516930.bin.r.12.fa,226_1,0.06999999999999995,average,ANImf,226
ERS12516936.bin.r.38.fa,226_1,0.06999999999999995,average,ANImf,226
ERS12516939.bin.r.39.fa,226_1,0.06999999999999995,average,ANImf,226
ERS12516955.bin.r.13.fa,226_1,0.06999999999999995,average,ANImf,226
ERS12516967.bin.r.49.fa,226_1,0.06999999999999995,average,ANImf,226
ERS12516973.bin.r.44.fa,226_1,0.06999999999999995,average,ANImf,226
ERS12516976.bin.r.35.fa,226_1,0.06999999999999995,average,ANImf,226
ERS12516977.bin.r.5.fa,226_1,0.06999999999999995,average,ANImf,226
ERS12516983.bin.r.16.fa,226_1,0.06999999999999995,average,ANImf,226
ERS12516986.bin.r.9.fa,226_1,0.06999999999999995,average,ANImf,226
FerrettiP_2018__CA_C10001MS2001SA_t0M15__bin.5.fa,226_1,0.06999999999999995,average,ANImf,226
FerrettiP_2018__CA_C10034MS2579SA_t0M15__bin.5.fa,226_1,0.06999999999999995,average,ANImf,226
FerrettiP_2018__CA_C10035MS2597SA_t0M15__bin.2.fa,226_1,0.06999999999999995,average,ANImf,226
FerrettiP_2018__CA_C10055MS2957SA_t0M16__bin.43.fa,226_1,0.06999999999999995,average,ANImf,226
GWHAQGA00000000.genome.fasta,226_1,0.06999999999999995,average,ANImf,226
GWHAQSN00000000.genome.fasta,226_1,0.06999999999999995,average,ANImf,226
GWHAQXN00000000.genome.fasta,226_1,0.06999999999999995,average,ANImf,226
GWHARFY00000000.genome.fasta,226_1,0.06999999999999995,average,ANImf,226
HMP_2012__SRS012279__bin.50.fa,226_1,0.06999999999999995,average,ANImf,226
HMP_2012__SRS013234__bin.13.fa,226_1,0.06999999999999995,average,ANImf,226
HMP_2012__SRS014470__bin.87.fa,226_1,0.06999999999999995,average,ANImf,226
HMP_2012__SRS015038__bin.37.fa,226_1,0.06999999999999995,average,ANImf,226
HMP_2012__SRS015272__bin.16.fa,226_1,0.06999999999999995,average,ANImf,226
HMP_2012__SRS015762__bin.48.fa,226_1,0.06999999999999995,average,ANImf,226
HMP_2012__SRS015893__bin.70.fa,226_1,0.06999999999999995,average,ANImf,226
HMP_2012__SRS016342__bin.52.fa,226_1,0.06999999999999995,average,ANImf,226
HMP_2012__SRS018357__bin.42.fa,226_1,0.06999999999999995,average,ANImf,226
HMP_2012__SRS019607__bin.19.fa,226_1,0.06999999999999995,average,ANImf,226
HMP_2012__SRS020220__bin.52.fa,226_1,0.06999999999999995,average,ANImf,226
HMP_2012__SRS023595__bin.54.fa,226_1,0.06999999999999995,average,ANImf,226
HMP_2012__SRS023926__bin.17.fa,226_1,0.06999999999999995,average,ANImf,226
HMP_2012__SRS042643__bin.34.fa,226_1,0.06999999999999995,average,ANImf,226
HMP_2012__SRS044486__bin.15.fa,226_1,0.06999999999999995,average,ANImf,226
HMP_2012__SRS047210__bin.21.fa,226_1,0.06999999999999995,average,ANImf,226
HMP_2012__SRS057791__bin.55.fa,226_1,0.06999999999999995,average,ANImf,226
HMP_2012__SRS062544__bin.18.fa,226_1,0.06999999999999995,average,ANImf,226
HMP_2012__SRS065278__bin.18.fa,226_1,0.06999999999999995,average,ANImf,226
MGYG000298058.fna,226_1,0.06999999999999995,average,ANImf,226
MGYG000298110.fna,226_1,0.06999999999999995,average,ANImf,226
MGYG000298131.fna,226_1,0.06999999999999995,average,ANImf,226
MGYG000298257.fna,226_1,0.06999999999999995,average,ANImf,226
MGYG000298321.fna,226_1,0.06999999999999995,average,ANImf,226
MGYG000298364.fna,226_1,0.06999999999999995,average,ANImf,226
MGYG000298450.fna,226_1,0.06999999999999995,average,ANImf,226
MGYG000299011.fna,226_1,0.06999999999999995,average,ANImf,226
MGYG000299104.fna,226_1,0.06999999999999995,average,ANImf,226
MGYG000299157.fna,226_1,0.06999999999999995,average,ANImf,226
MGYG000299208.fna,226_1,0.06999999999999995,average,ANImf,226
SEQF1663.1.fna,226_1,0.06999999999999995,average,ANImf,226
SEQF1887.1.fna,226_1,0.06999999999999995,average,ANImf,226
SEQF2511.1.fna,226_1,0.06999999999999995,average,ANImf,226
SEQF2688.1.fna,226_1,0.06999999999999995,average,ANImf,226
SEQF3681.1.fna,226_1,0.06999999999999995,average,ANImf,226
BritoIL_2016__W2.8.SA__bin.4.fa,227_1,0.06999999999999995,average,ANImf,227
BritoIL_2016__W3.16.SA__bin.2.fa,227_1,0.06999999999999995,average,ANImf,227
BritoIL_2016__WL.33.SA__bin.3.fa,227_1,0.06999999999999995,average,ANImf,227
CM_cf__CF_TNFC003SA_t1M15__bin.13.fa,227_1,0.06999999999999995,average,ANImf,227
CM_cf__CF_TNFC039SA_t1M16__bin.16.fa,227_1,0.06999999999999995,average,ANImf,227
CM_cf__CF_TNFC041SA_t1M15__bin.28.fa,227_1,0.06999999999999995,average,ANImf,227
CM_cf__CF_TNFC051SA_t1M16__bin.9.fa,227_1,0.06999999999999995,average,ANImf,227
CM_cf__CF_TNFC060SA_t1M16__bin.6.fa,227_1,0.06999999999999995,average,ANImf,227
ERS1202868.bin.r.16.fa,227_1,0.06999999999999995,average,ANImf,227
ERS1202873.bin.r.5.fa,227_1,0.06999999999999995,average,ANImf,227
ERS1202882.bin.r.6.fa,227_1,0.06999999999999995,average,ANImf,227
ERS1202883.bin.r.12.fa,227_1,0.06999999999999995,average,ANImf,227
ERS1202884.bin.r.12.fa,227_1,0.06999999999999995,average,ANImf,227
ERS1202885.bin.r.3.fa,227_1,0.06999999999999995,average,ANImf,227
ERS12516932.bin.r.24.fa,227_1,0.06999999999999995,average,ANImf,227
ERS12516937.bin.r.14.fa,227_1,0.06999999999999995,average,ANImf,227
ERS12516946.bin.r.28.fa,227_1,0.06999999999999995,average,ANImf,227
ERS12516948.bin.r.30.fa,227_1,0.06999999999999995,average,ANImf,227
ERS12516954.bin.r.11.fa,227_1,0.06999999999999995,average,ANImf,227
ERS12516960.bin.r.1.fa,227_1,0.06999999999999995,average,ANImf,227
ERS12516967.bin.r.29.fa,227_1,0.06999999999999995,average,ANImf,227
ERS12516968.bin.r.13.fa,227_1,0.06999999999999995,average,ANImf,227
ERS12516975.bin.r.7.fa,227_1,0.06999999999999995,average,ANImf,227
ERS12516976.bin.r.37.fa,227_1,0.06999999999999995,average,ANImf,227
ERS12516977.bin.r.17.fa,227_1,0.06999999999999995,average,ANImf,227
ERS12516981.bin.r.9.fa,227_1,0.06999999999999995,average,ANImf,227
ERS12516983.bin.r.39.fa,227_1,0.06999999999999995,average,ANImf,227
ERS12516986.bin.r.19.fa,227_1,0.06999999999999995,average,ANImf,227
ERS12516992.bin.r.6.fa,227_1,0.06999999999999995,average,ANImf,227
ERS12516994.bin.r.12.fa,227_1,0.06999999999999995,average,ANImf,227
FerrettiP_2018__CA_C10020MS2331SA_t0M15__bin.10.fa,227_1,0.06999999999999995,average,ANImf,227
FerrettiP_2018__CA_C10032MS2543SA_t0M15__bin.17.fa,227_1,0.06999999999999995,average,ANImf,227
FerrettiP_2018__CA_C10034MS2579SA_t0M15__bin.7.fa,227_1,0.06999999999999995,average,ANImf,227
GWHAQAO00000000.genome.fasta,227_1,0.06999999999999995,average,ANImf,227
HMP_2012__SRS011086__bin.8.fa,227_1,0.06999999999999995,average,ANImf,227
HMP_2012__SRS011306__bin.36.fa,227_1,0.06999999999999995,average,ANImf,227
HMP_2012__SRS012279__bin.82.fa,227_1,0.06999999999999995,average,ANImf,227
HMP_2012__SRS013705__bin.76.fa,227_1,0.06999999999999995,average,ANImf,227
HMP_2012__SRS014124__bin.38.fa,227_1,0.06999999999999995,average,ANImf,227
HMP_2012__SRS014271__bin.23.fa,227_1,0.06999999999999995,average,ANImf,227
HMP_2012__SRS014470__bin.83.fa,227_1,0.06999999999999995,average,ANImf,227
HMP_2012__SRS015038__bin.38.fa,227_1,0.06999999999999995,average,ANImf,227
HMP_2012__SRS015057__bin.30.fa,227_1,0.06999999999999995,average,ANImf,227
HMP_2012__SRS015395__bin.11.fa,227_1,0.06999999999999995,average,ANImf,227
HMP_2012__SRS015893__bin.9.fa,227_1,0.06999999999999995,average,ANImf,227
HMP_2012__SRS015941__bin.79.fa,227_1,0.06999999999999995,average,ANImf,227
HMP_2012__SRS016086__bin.38.fa,227_1,0.06999999999999995,average,ANImf,227
HMP_2012__SRS016342__bin.19.fa,227_1,0.06999999999999995,average,ANImf,227
HMP_2012__SRS017439__bin.18.fa,227_1,0.06999999999999995,average,ANImf,227
HMP_2012__SRS017713__bin.7.fa,227_1,0.06999999999999995,average,ANImf,227
HMP_2012__SRS018591__bin.30.fa,227_1,0.06999999999999995,average,ANImf,227
HMP_2012__SRS018791__bin.30.fa,227_1,0.06999999999999995,average,ANImf,227
HMP_2012__SRS019607__bin.53.fa,227_1,0.06999999999999995,average,ANImf,227
HMP_2012__SRS020334__bin.5.fa,227_1,0.06999999999999995,average,ANImf,227
HMP_2012__SRS021954__bin.18.fa,227_1,0.06999999999999995,average,ANImf,227
HMP_2012__SRS023352__bin.7.fa,227_1,0.06999999999999995,average,ANImf,227
HMP_2012__SRS023835__bin.28.fa,227_1,0.06999999999999995,average,ANImf,227
HMP_2012__SRS024081__bin.72.fa,227_1,0.06999999999999995,average,ANImf,227
HMP_2012__SRS024138__bin.29.fa,227_1,0.06999999999999995,average,ANImf,227
HMP_2012__SRS024277__bin.43.fa,227_1,0.06999999999999995,average,ANImf,227
HMP_2012__SRS024318__bin.16.fa,227_1,0.06999999999999995,average,ANImf,227
HMP_2012__SRS024580__bin.9.fa,227_1,0.06999999999999995,average,ANImf,227
HMP_2012__SRS044373__bin.74.fa,227_1,0.06999999999999995,average,ANImf,227
HMP_2012__SRS044486__bin.17.fa,227_1,0.06999999999999995,average,ANImf,227
HMP_2012__SRS047210__bin.19.fa,227_1,0.06999999999999995,average,ANImf,227
HMP_2012__SRS047824__bin.19.fa,227_1,0.06999999999999995,average,ANImf,227
HMP_2012__SRS048791__bin.20.fa,227_1,0.06999999999999995,average,ANImf,227
HMP_2012__SRS049147__bin.28.fa,227_1,0.06999999999999995,average,ANImf,227
HMP_2012__SRS051791__bin.62.fa,227_1,0.06999999999999995,average,ANImf,227
HMP_2012__SRS056622__bin.24.fa,227_1,0.06999999999999995,average,ANImf,227
HMP_2012__SRS057205__bin.22.fa,227_1,0.06999999999999995,average,ANImf,227
HMP_2012__SRS057791__bin.20.fa,227_1,0.06999999999999995,average,ANImf,227
HMP_2012__SRS062544__bin.41.fa,227_1,0.06999999999999995,average,ANImf,227
HMP_2012__SRS065278__bin.21.fa,227_1,0.06999999999999995,average,ANImf,227
HMP_2012__SRS078182__bin.94.fa,227_1,0.06999999999999995,average,ANImf,227
MGYG000298031.fna,227_1,0.06999999999999995,average,ANImf,227
MGYG000298123.fna,227_1,0.06999999999999995,average,ANImf,227
MGYG000298239.fna,227_1,0.06999999999999995,average,ANImf,227
MGYG000298260.fna,227_1,0.06999999999999995,average,ANImf,227
MGYG000298361.fna,227_1,0.06999999999999995,average,ANImf,227
MGYG000298456.fna,227_1,0.06999999999999995,average,ANImf,227
MGYG000298486.fna,227_1,0.06999999999999995,average,ANImf,227
MGYG000298583.fna,227_1,0.06999999999999995,average,ANImf,227
MGYG000298589.fna,227_1,0.06999999999999995,average,ANImf,227
MGYG000298701.fna,227_1,0.06999999999999995,average,ANImf,227
MGYG000298709.fna,227_1,0.06999999999999995,average,ANImf,227
MGYG000298790.fna,227_1,0.06999999999999995,average,ANImf,227
MGYG000298859.fna,227_1,0.06999999999999995,average,ANImf,227
MGYG000298932.fna,227_1,0.06999999999999995,average,ANImf,227
MGYG000299036.fna,227_1,0.06999999999999995,average,ANImf,227
MGYG000299072.fna,227_1,0.06999999999999995,average,ANImf,227
MGYG000299233.fna,227_1,0.06999999999999995,average,ANImf,227
SEQF1852.1.fna,227_1,0.06999999999999995,average,ANImf,227
SEQF2679.1.fna,227_1,0.06999999999999995,average,ANImf,227
SEQF3698.1.fna,227_1,0.06999999999999995,average,ANImf,227
SEQF8210.1.fna,227_1,0.06999999999999995,average,ANImf,227
SEQF8211.1.fna,227_1,0.06999999999999995,average,ANImf,227
SEQF8212.1.fna,227_1,0.06999999999999995,average,ANImf,227
SEQF8213.1.fna,227_1,0.06999999999999995,average,ANImf,227
SEQF8214.1.fna,227_1,0.06999999999999995,average,ANImf,227
SEQF8215.1.fna,227_1,0.06999999999999995,average,ANImf,227
SEQF8216.1.fna,227_1,0.06999999999999995,average,ANImf,227
SEQF8217.1.fna,227_1,0.06999999999999995,average,ANImf,227
GWHAPRL00000000.genome.fasta,228_1,0.06999999999999995,average,ANImf,228
MGYG000298760.fna,228_1,0.06999999999999995,average,ANImf,228
BritoIL_2016__W2.34.SA__bin.6.fa,229_1,0.06999999999999995,average,ANImf,229
BritoIL_2016__W2.56.SA__bin.14.fa,229_1,0.06999999999999995,average,ANImf,229
BritoIL_2016__W2.59.SA__bin.1.fa,229_1,0.06999999999999995,average,ANImf,229
BritoIL_2016__W3.16.SA__bin.8.fa,229_1,0.06999999999999995,average,ANImf,229
CMC012.B.bin.r.48.fa,229_1,0.06999999999999995,average,ANImf,229
CMC023.B.bin.r.2.fa,229_1,0.06999999999999995,average,ANImf,229
CMC033.B.bin.r.82.fa,229_1,0.06999999999999995,average,ANImf,229
CMC042.B.bin.r.13.fa,229_1,0.06999999999999995,average,ANImf,229
CM_cf__CF_TNFC051SA_t1M16__bin.3.fa,229_1,0.06999999999999995,average,ANImf,229
ERS1202866.bin.r.31.fa,229_1,0.06999999999999995,average,ANImf,229
ERS1202884.bin.r.7.fa,229_1,0.06999999999999995,average,ANImf,229
ERS12516937.bin.r.16.fa,229_1,0.06999999999999995,average,ANImf,229
ERS12516939.bin.r.21.fa,229_1,0.06999999999999995,average,ANImf,229
ERS12516942.bin.r.1.fa,229_1,0.06999999999999995,average,ANImf,229
ERS12516948.bin.r.16.fa,229_1,0.06999999999999995,average,ANImf,229
ERS12516950.bin.r.33.fa,229_1,0.06999999999999995,average,ANImf,229
ERS12516955.bin.r.5.fa,229_1,0.06999999999999995,average,ANImf,229
ERS12516973.bin.r.8.fa,229_1,0.06999999999999995,average,ANImf,229
ERS12516981.bin.r.36.fa,229_1,0.06999999999999995,average,ANImf,229
FerrettiP_2018__CA_C10034MS2579SA_t0M15__bin.10.fa,229_1,0.06999999999999995,average,ANImf,229
GWHARKW00000000.genome.fasta,229_1,0.06999999999999995,average,ANImf,229
HMP_2012__SRS014271__bin.24.fa,229_1,0.06999999999999995,average,ANImf,229
HMP_2012__SRS015209__bin.66.fa,229_1,0.06999999999999995,average,ANImf,229
HMP_2012__SRS019022__bin.28.fa,229_1,0.06999999999999995,average,ANImf,229
HMP_2012__SRS019045__bin.21.fa,229_1,0.06999999999999995,average,ANImf,229
HMP_2012__SRS053603__bin.85.fa,229_1,0.06999999999999995,average,ANImf,229
MGYG000298319.fna,229_1,0.06999999999999995,average,ANImf,229
MGYG000298408.fna,229_1,0.06999999999999995,average,ANImf,229
MGYG000298527.fna,229_1,0.06999999999999995,average,ANImf,229
MGYG000299066.fna,229_1,0.06999999999999995,average,ANImf,229
MGYG000299187.fna,229_1,0.06999999999999995,average,ANImf,229
SEQF3063.1.fna,229_1,0.06999999999999995,average,ANImf,229
SEQF3696.1.fna,229_1,0.06999999999999995,average,ANImf,229
SEQF3697.1.fna,229_1,0.06999999999999995,average,ANImf,229
SEQF7405.1.fna,229_1,0.06999999999999995,average,ANImf,229
SEQF7406.1.fna,229_1,0.06999999999999995,average,ANImf,229
SEQF7407.1.fna,229_1,0.06999999999999995,average,ANImf,229
HMP_2012__SRS019122__bin.15.fa,230_1,0.06999999999999995,average,ANImf,230
SEQF2686.1.fna,230_1,0.06999999999999995,average,ANImf,230
SEQF2922.1.fna,230_1,0.06999999999999995,average,ANImf,230
SEQF3682.1.fna,230_1,0.06999999999999995,average,ANImf,230
BritoIL_2016__M1.52.SA__bin.21.fa,231_1,0.06999999999999995,average,ANImf,231
BritoIL_2016__M1.61.SA__bin.1.fa,231_1,0.06999999999999995,average,ANImf,231
BritoIL_2016__M2.48.SA__bin.5.fa,231_1,0.06999999999999995,average,ANImf,231
BritoIL_2016__W1.36.SA__bin.13.fa,231_1,0.06999999999999995,average,ANImf,231
BritoIL_2016__W2.23.SA__bin.9.fa,231_1,0.06999999999999995,average,ANImf,231
BritoIL_2016__W2.68.SA__bin.28.fa,231_1,0.06999999999999995,average,ANImf,231
BritoIL_2016__W3.23.SA__bin.15.fa,231_1,0.06999999999999995,average,ANImf,231
BritoIL_2016__WL.10.SA__bin.21.fa,231_1,0.06999999999999995,average,ANImf,231
BritoIL_2016__WL.2.SA__bin.7.fa,231_1,0.06999999999999995,average,ANImf,231
BritoIL_2016__WL.33.SA__bin.9.fa,231_1,0.06999999999999995,average,ANImf,231
BritoIL_2016__WL.8.SA__bin.4.fa,231_1,0.06999999999999995,average,ANImf,231
CMC003.B.bin.r.45.fa,231_1,0.06999999999999995,average,ANImf,231
CMC009.A.bin.r.11.fa,231_1,0.06999999999999995,average,ANImf,231
CMC023.A.bin.r.107.fa,231_1,0.06999999999999995,average,ANImf,231
CMC026.B.bin.r.93.fa,231_1,0.06999999999999995,average,ANImf,231
CMC032.B.bin.r.24.fa,231_1,0.06999999999999995,average,ANImf,231
CMC040.B.bin.r.86.fa,231_1,0.06999999999999995,average,ANImf,231
CMC043.B.bin.r.7.fa,231_1,0.06999999999999995,average,ANImf,231
CMC045.B.bin.r.59.fa,231_1,0.06999999999999995,average,ANImf,231
CM_cf__CF_TNFC002SA_t1M15__bin.4.fa,231_1,0.06999999999999995,average,ANImf,231
CM_cf__CF_TNFC003SA_t1M15__bin.3.fa,231_1,0.06999999999999995,average,ANImf,231
CM_cf__CF_TNFC004SA_t1M15__bin.11.fa,231_1,0.06999999999999995,average,ANImf,231
CM_cf__CF_TNFC005SA_t1M15__bin.9.fa,231_1,0.06999999999999995,average,ANImf,231
CM_cf__CF_TNFC017SA_t1M16__bin.11.fa,231_1,0.06999999999999995,average,ANImf,231
CM_cf__CF_TNFC018SA_t1M16__bin.5.fa,231_1,0.06999999999999995,average,ANImf,231
CM_cf__CF_TNFC023SA_t1M16__bin.2.fa,231_1,0.06999999999999995,average,ANImf,231
CM_cf__CF_TNFC038SA_t1M16__bin.14.fa,231_1,0.06999999999999995,average,ANImf,231
CM_cf__CF_TNFC039SA_t1M16__bin.24.fa,231_1,0.06999999999999995,average,ANImf,231
CM_cf__CF_TNFC057SA_t1M16__bin.1.fa,231_1,0.06999999999999995,average,ANImf,231
CM_periimplantitis__SP_143SPI_T016__bin.22.fa,231_1,0.06999999999999995,average,ANImf,231
ERS1202862.bin.r.7.fa,231_1,0.06999999999999995,average,ANImf,231
ERS1202863.bin.r.5.fa,231_1,0.06999999999999995,average,ANImf,231
ERS1202866.bin.r.12.fa,231_1,0.06999999999999995,average,ANImf,231
ERS1202873.bin.r.1.fa,231_1,0.06999999999999995,average,ANImf,231
ERS1202876.bin.r.4.fa,231_1,0.06999999999999995,average,ANImf,231
ERS1202878.bin.r.12.fa,231_1,0.06999999999999995,average,ANImf,231
ERS1202880.bin.r.2.fa,231_1,0.06999999999999995,average,ANImf,231
ERS1202883.bin.r.4.fa,231_1,0.06999999999999995,average,ANImf,231
ERS1202885.bin.r.14.fa,231_1,0.06999999999999995,average,ANImf,231
ERS12516930.bin.r.24.fa,231_1,0.06999999999999995,average,ANImf,231
ERS12516931.bin.r.13.fa,231_1,0.06999999999999995,average,ANImf,231
ERS12516933.bin.r.5.fa,231_1,0.06999999999999995,average,ANImf,231
ERS12516934.bin.r.17.fa,231_1,0.06999999999999995,average,ANImf,231
