Contig,Operon,Start,End,Prediction,Complete_Interference,Complete_Adaptation,Best_type,Best_score,Genes,Positions,E-values,CoverageSeq,CoverageHMM,Strand_Interference,Strand_Adaptation,sampleID,out_type,length,completeness,contamination,Secondary_sample_accession,MAG_source,Study,Oral_site,Age_BP,Country,Continent,Industrialization,sample_host,Sample,primary_cluster,log_age
NODE_49_length_29295_cov_30.1,NODE_49_length_29295_cov_30.1@2,15084,15788,False,0%,"",III-A,1,['AbiEii_0_CAS-III'],[16],['3.20e-06'],[0.494],[0.391],,,ERS11702789.bin.r.3,putative,1798090,94.46,0,ERS11702789,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702789-megahit_003,25,
NODE_139_length_14338_cov_31.5,NODE_139_length_14338_cov_31.5@1,1747,2532,False,0%,33%,I-A,1,['Cas4_0_I-II'],[2],['1.20e-22'],[0.698],[0.994],,1,ERS11702789.bin.r.3,putative,1798090,94.46,0,ERS11702789,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702789-megahit_003,25,
NODE_696_length_2733_cov_22.8,NODE_696_length_2733_cov_22.8@1,39,644,False,0%,"",III-A,1,['Csm6_6_CAS-III'],[1],['1.80e-03'],[0.431],[0.603],,,ERS11702790.bin.r.2,putative,1629866,93.6,0,ERS11702790,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702790-megahit_002,25,
NODE_935_length_2436_cov_18.1,NODE_935_length_2436_cov_18.1@1,796,2436,False,20%,0%,I-D,4,['Cas3_1_CAS-I-D'],[2],['4.50e-06'],[0.36],[0.53],-1,,ERS11702790.bin.r.2,putative,1629866,93.6,0,ERS11702790,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702790-megahit_002,25,
NODE_61_length_11606_cov_21.8,NODE_61_length_11606_cov_21.8@1,3564,4511,False,0%,33%,II-A,3,['Csn2_7_CAS-II-A'],[4],['3.00e-04'],[0.389],[0.349],,1,ERS11702790.bin.r.2,putative,1629866,93.6,0,ERS11702790,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702790-megahit_002,25,
NODE_96_length_7955_cov_22.1,NODE_96_length_7955_cov_22.1@1,1599,3449,False,20%,"",IV-A1,2,['Csf4_0_IVA'],[3],['7.70e-15'],[0.472],[0.477],1,,ERS11702790.bin.r.2,putative,1629866,93.6,0,ERS11702790,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702790-megahit_002,25,
NODE_168_length_5682_cov_20.4,NODE_168_length_5682_cov_20.4@1,3801,4505,False,0%,"",III-A,1,['AbiEii_0_CAS-III'],[7],['3.00e-06'],[0.494],[0.391],,,ERS11702790.bin.r.2,putative,1629866,93.6,0,ERS11702790,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702790-megahit_002,25,
NODE_418_length_3399_cov_19.1,NODE_418_length_3399_cov_19.1@1,1431,2867,False,0%,"",III-A,1,['AbiEii_0_CAS-III'],[3],['4.70e-07'],[0.474],[0.468],,,ERS11702790.bin.r.2,putative,1629866,93.6,0,ERS11702790,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702790-megahit_002,25,
NODE_328_length_3867_cov_21.9,NODE_328_length_3867_cov_21.9@1,889,1770,False,0%,0%,I-A,1,['Csx3_2_CAS-I-III'],[2],['1.50e-03'],[0.313],[0.318],,,ERS11702790.bin.r.2,putative,1629866,93.6,0,ERS11702790,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702790-megahit_002,25,
NODE_1306_length_2135_cov_20.0,NODE_1306_length_2135_cov_20.0@1,3,1292,False,14%,0%,I-A,1,['Cas3_0_I'],[1],['5.70e-15'],[0.567],[0.709],1,,ERS11702790.bin.r.2,putative,1629866,93.6,0,ERS11702790,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702790-megahit_002,25,
NODE_46_length_15150_cov_22.5,NODE_46_length_15150_cov_22.5@1,8400,8984,False,0%,"",IV-B,3,['CysH_0_IVB'],[13],['1.90e-03'],[0.523],[0.414],,,ERS11702790.bin.r.2,putative,1629866,93.6,0,ERS11702790,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702790-megahit_002,25,
NODE_49_length_14461_cov_22.6,NODE_49_length_14461_cov_22.6@1,11798,12583,False,0%,33%,I-A,1,['Cas4_0_I-II'],[20],['1.20e-22'],[0.698],[0.994],,-1,ERS11702790.bin.r.2,putative,1629866,93.6,0,ERS11702790,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702790-megahit_002,25,
NODE_375_length_3627_cov_23.2,NODE_375_length_3627_cov_23.2@1,2257,2955,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[2],['3.60e-07'],[0.33],[0.669],,,ERS11702790.bin.r.2,putative,1629866,93.6,0,ERS11702790,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702790-megahit_002,25,
NODE_820_length_2579_cov_21.4,NODE_820_length_2579_cov_21.4@1,572,1063,False,29%,0%,I-A,2,['Cas3HD_0_CAS-I'],[2],['2.00e-03'],[0.415],[0.414],1,,ERS11702790.bin.r.2,putative,1629866,93.6,0,ERS11702790,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702790-megahit_002,25,
NODE_238_length_4728_cov_21.5,NODE_238_length_4728_cov_21.5@1,801,1553,False,0%,"",III-A,1,['AbiEii_0_CAS-III'],[2],['6.30e-05'],[0.402],[0.331],,,ERS11702790.bin.r.2,putative,1629866,93.6,0,ERS11702790,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702790-megahit_002,25,
NODE_50_length_14088_cov_22.5,NODE_50_length_14088_cov_22.5@1,10415,12574,False,14%,0%,I-A,2,['Cas3_0_CAS-I'],[11],['1.20e-22'],[0.419],[0.904],1,,ERS11702790.bin.r.2,putative,1629866,93.6,0,ERS11702790,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702790-megahit_002,25,
NODE_96_length_7955_cov_22.1,NODE_96_length_7955_cov_22.1@2,5694,6266,False,0%,"",III-A,3,['Csx21_0_CAS-III-A'],[8],['6.50e-03'],[0.408],[0.357],,,ERS11702790.bin.r.2,putative,1629866,93.6,0,ERS11702790,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702790-megahit_002,25,
NODE_207_length_5101_cov_18.4,NODE_207_length_5101_cov_18.4@1,3883,4239,False,0%,"",III-D,1,['Mem_04_0_CAS-III-D'],[6],['1.30e-03'],[0.975],[0.448],,,ERS11702790.bin.r.2,putative,1629866,93.6,0,ERS11702790,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702790-megahit_002,25,
NODE_101_length_7594_cov_18.6,NODE_101_length_7594_cov_18.6@1,3107,4342,False,0%,33%,I-A,1,['Cas4_0_I-II'],[4],['7.00e-09'],[0.502],[0.8],,1,ERS11702790.bin.r.2,putative,1629866,93.6,0,ERS11702790,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702790-megahit_002,25,
NODE_76_length_9395_cov_23.7,NODE_76_length_9395_cov_23.7@1,1702,2838,False,0%,"",III-B,1,['TPR_1_CAS-III-B'],[2],['2.30e-05'],[0.515],[0.337],,,ERS11702790.bin.r.2,putative,1629866,93.6,0,ERS11702790,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702790-megahit_002,25,
NODE_213_length_5030_cov_20.1,NODE_213_length_5030_cov_20.1@1,985,1677,False,0%,33%,I-A,1,['Cas4_0_I-II'],[2],['3.10e-18'],[0.831],[0.989],,1,ERS11702790.bin.r.2,putative,1629866,93.6,0,ERS11702790,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702790-megahit_002,25,
NODE_51_length_12825_cov_22.7,NODE_51_length_12825_cov_22.7@1,7841,10435,False,14%,0%,I-A,1,['Cas3_0_I'],[11],['2.30e-13'],[0.428],[0.922],1,,ERS11702790.bin.r.2,putative,1629866,93.6,0,ERS11702790,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702790-megahit_002,25,
NODE_1448_length_2048_cov_20.8,NODE_1448_length_2048_cov_20.8@1,1,2010,False,20%,"",IV-A1,2,['Csf4_0_IVA'],[1],['5.10e-13'],[0.49],[0.523],-1,,ERS11702790.bin.r.2,putative,1629866,93.6,0,ERS11702790,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702790-megahit_002,25,
NODE_128_length_6517_cov_22.6,NODE_128_length_6517_cov_22.6@1,715,1182,False,0%,0%,I-C,1,['HEAT_CxxC_PDDEXK_0_CAS-I-C'],[2],['4.30e-06'],[0.647],[0.382],,,ERS11702790.bin.r.2,putative,1629866,93.6,0,ERS11702790,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702790-megahit_002,25,
NODE_130_length_6493_cov_21.3,NODE_130_length_6493_cov_21.3@1,102,488,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[1],['1.60e-19'],[0.69],[0.805],,,ERS11702790.bin.r.2,putative,1629866,93.6,0,ERS11702790,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702790-megahit_002,25,
NODE_1504_length_2021_cov_20.7,NODE_1504_length_2021_cov_20.7@1,1042,1554,False,0%,"",III-B,1,['CorA_1_CAS-III-B'],[1],['4.30e-03'],[0.491],[0.704],,,ERS11702790.bin.r.2,putative,1629866,93.6,0,ERS11702790,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702790-megahit_002,25,
NODE_182_length_5530_cov_18.0,NODE_182_length_5530_cov_18.0@1,1724,2449,False,0%,33%,I-A,1,['Cas4_0_I-II'],[3],['1.30e-13'],[0.756],[0.961],,1,ERS11702790.bin.r.2,putative,1629866,93.6,0,ERS11702790,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702790-megahit_002,25,
NODE_115_length_6889_cov_20.2,NODE_115_length_6889_cov_20.2@1,3,1061,False,0%,"",III-A,1,['Csx1_9_CAS-III'],[1],['2.30e-73'],[0.924],[0.892],,,ERS11702790.bin.r.2,putative,1629866,93.6,0,ERS11702790,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702790-megahit_002,25,
NODE_184_length_5512_cov_22.8,NODE_184_length_5512_cov_22.8@1,2647,3489,False,0%,"",III-A,1,['AbiEii_0_CAS-III'],[4],['1.40e-09'],[0.505],[0.472],,,ERS11702790.bin.r.2,putative,1629866,93.6,0,ERS11702790,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702790-megahit_002,25,
NODE_69_length_9985_cov_24.1,NODE_69_length_9985_cov_24.1@1,4506,5462,False,0%,"",III-B,1,['htpX_0_CAS-III-B'],[5],['7.90e-10'],[0.395],[0.397],,,ERS11702790.bin.r.2,putative,1629866,93.6,0,ERS11702790,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702790-megahit_002,25,
NODE_429_length_3347_cov_20.8,NODE_429_length_3347_cov_20.8@1,2584,3288,False,0%,"",III-A,1,['AbiEii_0_CAS-III'],[2],['2.00e-04'],[0.409],[0.324],,,ERS11702790.bin.r.2,putative,1629866,93.6,0,ERS11702790,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702790-megahit_002,25,
NODE_95_length_7986_cov_24.3,NODE_95_length_7986_cov_24.3@1,2261,3064,False,0%,"",III-A,1,['AbiEii_0_CAS-III'],[5],['2.00e-07'],[0.347],[0.317],,,ERS11702790.bin.r.2,putative,1629866,93.6,0,ERS11702790,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702790-megahit_002,25,
NODE_1513_length_2013_cov_18.7,NODE_1513_length_2013_cov_18.7@1,388,885,False,14%,0%,I-A,2,['Cas6_0_CAS-I-A-III-D'],[1],['4.40e-04'],[0.488],[0.313],-1,,ERS11702790.bin.r.2,putative,1629866,93.6,0,ERS11702790,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702790-megahit_002,25,
NODE_389_length_3553_cov_19.8,NODE_389_length_3553_cov_19.8@1,2563,3396,False,0%,"",III-A,1,['AbiEii_0_CAS-III'],[5],['2.60e-06'],[0.417],[0.384],,,ERS11702790.bin.r.2,putative,1629866,93.6,0,ERS11702790,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702790-megahit_002,25,
NODE_569_length_2946_cov_19.2,NODE_569_length_2946_cov_19.2@1,1972,2445,False,0%,0%,I-A,0,['CasR_1_CAS-I-II-III-IV-V-VI'],[4],['3.70e-04'],[0.551],[0.381],,,ERS11702790.bin.r.2,putative,1629866,93.6,0,ERS11702790,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702790-megahit_002,25,
NODE_331_length_3838_cov_20.7,NODE_331_length_3838_cov_20.7@1,64,1083,False,0%,0%,I-A,0,['CasR_1_CAS-I-II-III-IV-V-VI'],[1],['1.40e-06'],[0.312],[0.486],,,ERS11702790.bin.r.2,putative,1629866,93.6,0,ERS11702790,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702790-megahit_002,25,
NODE_148_length_6133_cov_23.9,NODE_148_length_6133_cov_23.9@1,1901,2722,False,0%,"",III-A,1,['AbiEii_0_CAS-III'],[4],['5.50e-03'],[0.445],[0.44],,,ERS11702790.bin.r.2,putative,1629866,93.6,0,ERS11702790,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702790-megahit_002,25,
NODE_271_length_4379_cov_19.9,NODE_271_length_4379_cov_19.9@1,3109,3459,False,0%,33%,I-A,1,['Cas2_0_I-II-III'],[4],['3.10e-12'],[0.692],[0.917],,-1,ERS11702790.bin.r.2,putative,1629866,93.6,0,ERS11702790,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702790-megahit_002,25,
NODE_562_length_2957_cov_23.1,NODE_562_length_2957_cov_23.1@1,2185,2565,False,0%,0%,I-B,4,['Cas11b_0_CAS-I-B'],[2],['9.70e-04'],[0.551],[0.406],,,ERS11702790.bin.r.2,putative,1629866,93.6,0,ERS11702790,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702790-megahit_002,25,
NODE_116_length_6874_cov_18.9,NODE_116_length_6874_cov_18.9@1,6229,6573,False,0%,0%,I-B,4,['Cas11b_0_CAS-I-B'],[6],['7.50e-04'],[0.809],[0.518],,,ERS11702790.bin.r.2,putative,1629866,93.6,0,ERS11702790,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702790-megahit_002,25,
NODE_354_length_3712_cov_21.4,NODE_354_length_3712_cov_21.4@1,1891,2901,False,0%,"",IV-B,3,['CysH_0_IVB'],[4],['4.70e-06'],[0.433],[0.59],,,ERS11702790.bin.r.2,putative,1629866,93.6,0,ERS11702790,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702790-megahit_002,25,
NODE_226_length_4851_cov_22.2,NODE_226_length_4851_cov_22.2@1,1895,2842,False,0%,"",III-A,1,['AbiEii_0_CAS-III'],[3],['5.70e-04'],[0.418],[0.451],,,ERS11702790.bin.r.2,putative,1629866,93.6,0,ERS11702790,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702790-megahit_002,25,
NODE_68_length_10025_cov_21.1,NODE_68_length_10025_cov_21.1@1,926,1519,False,17%,"",III-C,4,['Cmr5gr11_1_CAS-III-C'],[2],['3.00e-03'],[0.439],[0.5],-1,,ERS11702790.bin.r.2,putative,1629866,93.6,0,ERS11702790,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702790-megahit_002,25,
NODE_2828_length_1561_cov_18.9,NODE_2828_length_1561_cov_18.9@1,2,577,False,0%,"",III-A,1,['AbiEii_0_CAS-III'],[1],['2.30e-04'],[0.531],[0.387],,,ERS11702790.bin.r.2,putative,1629866,93.6,0,ERS11702790,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702790-megahit_002,25,
NODE_732_length_2095_cov_12.7,NODE_732_length_2095_cov_12.7@1,3,2093,False,14%,0%,I-A,1,['Cas3_0_I'],[1],['6.80e-14'],[0.486],[0.919],1,,ERS11702792.bin.r.4,putative,1085288,65.82,2.46,ERS11702792,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702792-megahit_004,25,
NODE_637_length_2243_cov_12.8,NODE_637_length_2243_cov_12.8@1,369,2243,False,20%,"",IV-A1,2,['Csf4_0_IVA'],[1],['6.80e-15'],[0.464],[0.476],-1,,ERS11702792.bin.r.4,putative,1085288,65.82,2.46,ERS11702792,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702792-megahit_004,25,
NODE_592_length_2302_cov_12.5,NODE_592_length_2302_cov_12.5@1,2,1933,False,14%,0%,I-A,2,['Cas3_0_CAS-I'],[1],['3.50e-12'],[0.335],[0.581],-1,,ERS11702792.bin.r.4,putative,1085288,65.82,2.46,ERS11702792,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702792-megahit_004,25,
NODE_1528_length_1482_cov_11.9,NODE_1528_length_1482_cov_11.9@1,171,1481,False,0%,"",III-A,1,['AbiEii_0_CAS-III'],[2],['3.00e-07'],[0.529],[0.486],,,ERS11702792.bin.r.4,putative,1085288,65.82,2.46,ERS11702792,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702792-megahit_004,25,
NODE_1103_length_1758_cov_15.1,NODE_1103_length_1758_cov_15.1@1,156,1112,False,0%,"",III-B,1,['htpX_0_CAS-III-B'],[2],['6.60e-10'],[0.395],[0.397],,,ERS11702792.bin.r.4,putative,1085288,65.82,2.46,ERS11702792,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702792-megahit_004,25,
NODE_596_length_2297_cov_12.0,NODE_596_length_2297_cov_12.0@1,2,280,False,0%,"",III-B,1,['CorA_1_CAS-III-B'],[1],['4.70e-03'],[0.72],[0.56],,,ERS11702792.bin.r.4,putative,1085288,65.82,2.46,ERS11702792,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702792-megahit_004,25,
NODE_2467_length_1170_cov_12.2,NODE_2467_length_1170_cov_12.2@1,2,1169,Ambiguous,"['14%', '20%', '20%', '17%', '20%', '0%']","['67%', '67%', '67%', '100%', '50%', '100%']","['I-A', 'I-B', 'I-D', 'I-E', 'I-F', 'I-G']",6,"['Cas6_5_CAS-I-II-III-IV-V-VI', 'Cas2_4_CAS-I-II-III-IV-V-VI', 'Cas1_8_CAS-I-II-III-IV-V-VI']","[1, 2, 3]","['1.50e-50', '2.40e-16', '1.40e-25']","[0.976, 0.787, 0.946]","[0.749, 0.831, 0.435]",1,1,ERS11702792.bin.r.4,putative,1085288,65.82,2.46,ERS11702792,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702792-megahit_004,25,
NODE_2439_length_1178_cov_11.3,NODE_2439_length_1178_cov_11.3@1,131,1078,False,0%,33%,II-A,3,['Csn2_7_CAS-II-A'],[2],['2.50e-04'],[0.389],[0.349],,-1,ERS11702792.bin.r.4,putative,1085288,65.82,2.46,ERS11702792,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702792-megahit_004,25,
NODE_2851_length_1079_cov_12.9,NODE_2851_length_1079_cov_12.9@1,582,1073,False,29%,0%,I-A,2,['Cas3HD_0_CAS-I'],[2],['1.70e-03'],[0.415],[0.414],1,,ERS11702792.bin.r.4,putative,1085288,65.82,2.46,ERS11702792,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702792-megahit_004,25,
NODE_667_length_2193_cov_12.5,NODE_667_length_2193_cov_12.5@1,1,1251,False,0%,"",III-A,1,['AbiEii_0_CAS-III'],[1],['5.90e-08'],[0.374],[0.532],,,ERS11702792.bin.r.4,putative,1085288,65.82,2.46,ERS11702792,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702792-megahit_004,25,
NODE_867_length_1955_cov_12.3,NODE_867_length_1955_cov_12.3@1,3,479,False,0%,33%,I-A,1,['Cas4_0_I-II'],[1],['1.80e-12'],[0.792],[0.694],,1,ERS11702792.bin.r.4,putative,1085288,65.82,2.46,ERS11702792,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702792-megahit_004,25,
NODE_305_length_3095_cov_12.1,NODE_305_length_3095_cov_12.1@1,2,574,False,0%,33%,I-A,1,['Cas4_0_I-II'],[1],['4.50e-03'],[0.607],[0.472],,-1,ERS11702792.bin.r.4,putative,1085288,65.82,2.46,ERS11702792,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702792-megahit_004,25,
NODE_1337_length_1605_cov_13.0,NODE_1337_length_1605_cov_13.0@1,926,1306,False,0%,0%,I-B,4,['Cas11b_0_CAS-I-B'],[3],['8.00e-04'],[0.551],[0.406],,,ERS11702792.bin.r.4,putative,1085288,65.82,2.46,ERS11702792,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702792-megahit_004,25,
NODE_434_length_2689_cov_13.9,NODE_434_length_2689_cov_13.9@1,1562,2146,False,0%,"",IV-B,3,['CysH_0_IVB'],[6],['1.60e-03'],[0.523],[0.414],,,ERS11702792.bin.r.4,putative,1085288,65.82,2.46,ERS11702792,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702792-megahit_004,25,
NODE_1294_length_1632_cov_15.4,NODE_1294_length_1632_cov_15.4@1,2,343,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[1],['9.50e-20'],[0.781],[0.805],,,ERS11702792.bin.r.4,putative,1085288,65.82,2.46,ERS11702792,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702792-megahit_004,25,
NODE_226_length_3493_cov_13.3,NODE_226_length_3493_cov_13.3@1,1961,2713,False,0%,"",III-A,1,['AbiEii_0_CAS-III'],[4],['4.00e-05'],[0.418],[0.345],,,ERS11702792.bin.r.4,putative,1085288,65.82,2.46,ERS11702792,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702792-megahit_004,25,
NODE_851_length_1965_cov_13.2,NODE_851_length_1965_cov_13.2@1,899,1702,False,0%,"",III-A,1,['AbiEii_0_CAS-III'],[2],['1.50e-07'],[0.347],[0.317],,,ERS11702792.bin.r.4,putative,1085288,65.82,2.46,ERS11702792,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702792-megahit_004,25,
NODE_200_length_3712_cov_14.4,NODE_200_length_3712_cov_14.4@1,249,971,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[2],['2.90e-07'],[0.32],[0.669],,,ERS11702792.bin.r.4,putative,1085288,65.82,2.46,ERS11702792,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702792-megahit_004,25,
NODE_206_length_3670_cov_13.4,NODE_206_length_3670_cov_13.4@1,1978,2925,False,0%,"",III-A,1,['AbiEii_0_CAS-III'],[5],['4.70e-04'],[0.418],[0.451],,,ERS11702792.bin.r.4,putative,1085288,65.82,2.46,ERS11702792,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702792-megahit_004,25,
NODE_999_length_1838_cov_12.6,NODE_999_length_1838_cov_12.6@1,3,536,False,0%,"",III-A,1,['PD_DExK_NucC_0_CAS-III-A'],[1],['8.40e-04'],[0.41],[0.311],,,ERS11702792.bin.r.4,putative,1085288,65.82,2.46,ERS11702792,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702792-megahit_004,25,
NODE_2174_length_1250_cov_14.2,NODE_2174_length_1250_cov_14.2@1,2,1249,False,14%,0%,I-A,1,['Cas3_0_I'],[1],['1.50e-05'],[0.356],[0.383],1,,ERS11702792.bin.r.4,putative,1085288,65.82,2.46,ERS11702792,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702792-megahit_004,25,
NODE_2800_length_1089_cov_7.6,NODE_2800_length_1089_cov_7.6@1,485,1087,False,14%,0%,I-A,2,['Cas6_3_CAS-I-II-III-IV-V-VI'],[2],['3.50e-69'],[0.975],[0.804],-1,,ERS11702792.bin.r.4,putative,1085288,65.82,2.46,ERS11702792,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702792-megahit_004,25,
NODE_1401_length_1555_cov_32.4,NODE_1401_length_1555_cov_32.4@1,1,267,False,25%,"",III-F,4,['SSgr11_1_CAS-III-F'],[1],['1.60e-03'],[0.573],[0.515],1,,ERS11702792.bin.r.4,putative,1085288,65.82,2.46,ERS11702792,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702792-megahit_004,25,
NODE_430_length_2690_cov_13.6,NODE_430_length_2690_cov_13.6@1,3,503,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[1],['4.70e-09'],[0.353],[0.534],,,ERS11702792.bin.r.4,putative,1085288,65.82,2.46,ERS11702792,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702792-megahit_004,25,
NODE_267_length_3282_cov_12.9,NODE_267_length_3282_cov_12.9@1,2,682,False,0%,33%,I-A,1,['Cas4_0_I-II'],[1],['1.40e-06'],[0.419],[0.478],,1,ERS11702792.bin.r.4,putative,1085288,65.82,2.46,ERS11702792,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702792-megahit_004,25,
NODE_599_length_2293_cov_12.3,NODE_599_length_2293_cov_12.3@1,1715,2272,False,0%,33%,I-A,1,['Cas4_0_I-II'],[4],['2.90e-21'],[0.677],[0.683],,-1,ERS11702792.bin.r.4,putative,1085288,65.82,2.46,ERS11702792,Ancient,Velsko2022,anc_calculus,200,The Netherlands,Europe,Ancient,Homo sapiens,ERS11702792-megahit_004,25,
